user,video,delta,theta,alpha,beta,op
1,1,-2.482,-0.302,-2.888,-0.304,4
1,2,-2.576,-0.316,-2.912,-0.289,4
1,3,-2.657,-0.320,-2.933,-0.286,4
1,4,-3.093,-0.318,-2.797,-0.287,2
1,5,-2.315,-0.309,-2.563,-0.300,3
1,6,-2.525,-0.321,-1.993,-0.293,3
1,7,-2.331,-0.309,-2.446,-0.300,3
1,8,-2.944,-0.314,-4.088,-0.289,3
1,9,-2.931,-0.319,-4.389,-0.284,1
1,10,-2.502,-0.312,-3.328,-0.293,1
1,11,-2.632,-0.314,-3.675,-0.291,1
1,12,-2.793,-0.314,-3.901,-0.290,1
1,13,-2.436,-0.306,-4.497,-0.299,1
1,14,-3.317,-0.324,-3.189,-0.280,1
1,15,-2.854,-0.308,-2.812,-0.296,2
1,16,-2.549,-0.328,-3.299,-0.278,4
1,17,-2.615,-0.313,-3.281,-0.292,2
1,18,-2.424,-0.308,-4.153,-0.298,4
1,19,-2.591,-0.309,-2.948,-0.297,4
1,20,-2.481,-0.308,-3.486,-0.297,4
1,21,-2.450,-0.303,-3.429,-0.302,4
1,22,-2.502,-0.313,-3.761,-0.292,3
1,23,-2.704,-0.311,-3.426,-0.294,3
1,24,-2.460,-0.303,-3.101,-0.303,4
1,25,-2.764,-0.313,-2.875,-0.292,4
1,26,-2.676,-0.310,-3.240,-0.295,4
1,27,-2.658,-0.312,-3.142,-0.293,4
1,28,-2.633,-0.307,-3.420,-0.297,1
1,29,-2.611,-0.312,-3.289,-0.293,1
1,30,-2.616,-0.327,-2.287,-0.283,1
1,31,-2.302,-0.309,-2.736,-0.299,2
1,32,-2.710,-0.308,-2.705,-0.298,2
1,33,-2.671,-0.328,-3.712,-0.277,1
1,34,-2.793,-0.323,-4.810,-0.282,2
1,35,-2.387,-0.304,-2.460,-0.304,2
1,36,-2.224,-0.320,-3.487,-0.288,2
1,37,-2.952,-0.319,-3.562,-0.285,2
1,38,-2.695,-0.306,-3.417,-0.299,2
1,39,-2.599,-0.303,-3.077,-0.302,2
1,40,-2.561,-0.301,-3.119,-0.304,4
2,1,-1.996,-0.331,-3.234,-0.282,4
2,2,-1.974,-0.314,-3.952,-0.297,4
2,3,-1.838,-0.317,-2.291,-0.303,4
2,4,-1.758,-0.340,-2.109,-0.286,3
2,5,-1.879,-0.319,-2.638,-0.297,3
2,6,-1.902,-0.330,-2.832,-0.286,3
2,7,-1.959,-0.316,-2.671,-0.298,1
2,8,-2.134,-0.312,-3.124,-0.297,4
2,9,-1.996,-0.318,-2.764,-0.295,4
2,10,-1.915,-0.325,-1.974,-0.297,1
2,11,-1.904,-0.314,-2.796,-0.301,3
2,12,-2.071,-0.334,-3.656,-0.278,4
2,13,-1.949,-0.319,-2.167,-0.299,3
2,14,-1.771,-0.319,-2.140,-0.304,4
2,15,-1.747,-0.328,-4.005,-0.290,4
2,16,-1.998,-0.318,-1.930,-0.303,4
2,17,-1.983,-0.313,-3.439,-0.298,3
2,18,-1.844,-0.319,-3.020,-0.297,4
2,19,-1.992,-0.310,-3.869,-0.302,4
2,20,-1.942,-0.311,-4.500,-0.301,4
2,21,-2.040,-0.395,-2.740,-0.232,1
2,22,-2.130,-0.317,-3.127,-0.292,1
2,23,-1.834,-0.315,-2.898,-0.301,1
2,24,-1.923,-0.313,-3.348,-0.300,4
2,25,-1.853,-0.320,-3.376,-0.295,4
2,26,-1.906,-0.318,-2.632,-0.297,4
2,27,-2.035,-0.316,-5.137,-0.295,2
2,28,-1.981,-0.329,-3.170,-0.284,1
2,29,-1.917,-0.318,-2.315,-0.299,2
2,30,-1.960,-0.321,-2.999,-0.292,2
2,31,-1.918,-0.332,-2.629,-0.284,2
2,32,-2.096,-0.316,-3.451,-0.294,2
2,33,-2.051,-0.314,-3.160,-0.296,2
2,34,-1.965,-0.314,-3.364,-0.298,1
2,35,-1.860,-0.312,-2.363,-0.306,1
2,36,-1.738,-0.356,-2.748,-0.268,3
2,37,-1.820,-0.314,-3.179,-0.302,2
2,38,-1.988,-0.316,-4.444,-0.295,2
2,39,-2.171,-0.313,-3.918,-0.295,1
2,40,-1.970,-0.324,-2.346,-0.292,4
3,1,-1.858,-0.316,-2.683,-0.300,3
3,2,-1.846,-0.317,-4.124,-0.298,3
3,3,-1.853,-0.309,-3.463,-0.306,3
3,4,-1.700,-0.322,-2.126,-0.305,1
3,5,-1.918,-0.311,-3.180,-0.303,3
3,6,-1.977,-0.313,-3.645,-0.298,3
3,7,-2.047,-0.321,-3.954,-0.289,3
3,8,-2.105,-0.316,-2.998,-0.294,3
3,9,-2.283,-0.311,-3.395,-0.296,3
3,10,-2.018,-0.325,-4.057,-0.287,2
3,11,-2.073,-0.314,-3.614,-0.296,3
3,12,-2.057,-0.326,-2.317,-0.289,3
3,13,-1.732,-0.316,-3.723,-0.303,3
3,14,-1.772,-0.316,-2.783,-0.302,3
3,15,-1.890,-0.317,-4.041,-0.297,3
3,16,-1.825,-0.319,-2.726,-0.298,3
3,17,-1.850,-0.323,-2.829,-0.294,1
3,18,-1.966,-0.314,-3.178,-0.298,3
3,19,-2.060,-0.309,-3.211,-0.301,3
3,20,-1.826,-0.314,-2.382,-0.305,3
3,21,-2.069,-0.312,-3.352,-0.298,2
3,22,-1.995,-0.312,-3.426,-0.299,1
3,23,-1.888,-0.323,-3.891,-0.291,1
3,24,-1.745,-0.325,-3.336,-0.294,1
3,25,-1.880,-0.320,-3.348,-0.294,1
3,26,-1.896,-0.314,-3.624,-0.300,1
3,27,-1.991,-0.309,-4.511,-0.302,3
3,28,-1.946,-0.308,-2.393,-0.308,3
3,29,-1.867,-0.312,-3.296,-0.302,1
3,30,-1.850,-0.305,-3.425,-0.309,1
3,31,-2.019,-0.406,-3.076,-0.224,1
3,32,-1.936,-0.336,-2.298,-0.282,3
3,33,-2.288,-0.414,-2.736,-0.216,1
3,34,-1.809,-0.321,-3.408,-0.296,2
3,35,-2.079,-0.320,-2.599,-0.292,2
3,36,-2.141,-0.323,-2.308,-0.291,4
3,37,-1.977,-0.327,-2.189,-0.291,2
3,38,-1.965,-0.380,-3.548,-0.242,2
3,39,-1.662,-0.391,-1.145,-0.301,2
3,40,-1.707,-0.338,-2.164,-0.288,3
4,1,-2.185,-0.311,-4.955,-0.297,4
4,2,-2.129,-0.311,-5.107,-0.298,1
4,3,-2.155,-0.320,-2.291,-0.293,4
4,4,-1.944,-0.314,-4.153,-0.298,3
4,5,-2.229,-0.322,-3.165,-0.286,2
4,6,-2.305,-0.304,-3.916,-0.302,3
4,7,-2.155,-0.307,-3.715,-0.301,1
4,8,-2.019,-0.313,-3.725,-0.298,4
4,9,-2.157,-0.312,-3.547,-0.297,3
4,10,-2.028,-0.315,-2.685,-0.297,1
4,11,-1.841,-0.326,-2.963,-0.291,4
4,12,-1.996,-0.317,-2.963,-0.295,4
4,13,-2.048,-0.352,-3.998,-0.263,1
4,14,-2.036,-0.323,-3.255,-0.288,4
4,15,-2.135,-0.304,-2.866,-0.306,4
4,16,-2.047,-0.314,-5.263,-0.296,1
4,17,-1.913,-0.313,-3.234,-0.300,4
4,18,-1.828,-0.312,-3.756,-0.303,1
4,19,-2.050,-0.314,-2.235,-0.301,4
