user,video,delta,theta,alpha,beta,op
1,1,-2.266,-0.305,-2.741,-0.303,4
1,2,-2.380,-0.314,-2.343,-0.296,4
1,3,-2.442,-0.305,-2.818,-0.302,4
1,4,-2.123,-0.316,-2.974,-0.294,2
1,5,-2.415,-0.305,-2.852,-0.301,3
1,6,-2.370,-0.302,-2.859,-0.305,3
1,7,-2.166,-0.312,-3.169,-0.297,3
1,8,-2.559,-0.305,-2.891,-0.300,3
1,9,-2.582,-0.311,-3.898,-0.294,1
1,10,-2.139,-0.312,-2.449,-0.300,1
1,11,-2.135,-0.306,-3.708,-0.303,1
1,12,-2.305,-0.301,-4.455,-0.305,1
1,13,-2.134,-0.306,-2.998,-0.304,1
1,14,-2.206,-0.315,-3.068,-0.294,1
1,15,-2.478,-0.323,-1.683,-0.301,2
1,16,-2.442,-0.314,-3.594,-0.292,4
1,17,-2.399,-0.307,-2.662,-0.301,2
1,18,-2.267,-0.304,-4.360,-0.303,4
1,19,-2.234,-0.307,-2.913,-0.301,4
1,20,-2.343,-0.310,-2.393,-0.300,4
1,21,-2.285,-0.309,-2.808,-0.299,4
1,22,-2.266,-0.310,-3.558,-0.297,3
1,23,-2.388,-0.305,-2.190,-0.306,3
1,24,-2.308,-0.308,-2.761,-0.300,4
1,25,-2.171,-0.305,-3.684,-0.303,4
1,26,-2.355,-0.311,-2.599,-0.297,4
1,27,-2.403,-0.298,-2.786,-0.309,4
1,28,-2.193,-0.305,-4.472,-0.303,1
1,29,-2.283,-0.309,-3.175,-0.299,1
1,30,-2.385,-0.307,-2.970,-0.299,1
1,31,-2.383,-0.310,-1.990,-0.305,2
1,32,-2.574,-0.308,-2.495,-0.299,2
1,33,-2.309,-0.305,-3.428,-0.302,1
1,34,-2.242,-0.301,-2.585,-0.308,2
1,35,-2.004,-0.311,-2.523,-0.302,2
1,36,-2.163,-0.307,-2.593,-0.304,2
1,37,-2.171,-0.314,-3.166,-0.295,2
1,38,-2.416,-0.308,-2.585,-0.300,2
1,39,-2.326,-0.304,-2.379,-0.306,2
1,40,-2.284,-0.313,-2.456,-0.297,4
2,1,-2.000,-0.331,-3.294,-0.282,4
2,2,-1.968,-0.314,-3.965,-0.297,4
2,3,-1.842,-0.317,-2.287,-0.303,4
2,4,-1.746,-0.341,-2.148,-0.285,3
2,5,-1.882,-0.319,-2.642,-0.297,3
2,6,-1.887,-0.331,-2.875,-0.285,3
2,7,-1.945,-0.316,-2.696,-0.298,1
2,8,-2.132,-0.312,-3.086,-0.297,4
2,9,-1.979,-0.319,-2.799,-0.294,4
2,10,-1.921,-0.325,-1.966,-0.298,1
2,11,-1.900,-0.314,-2.819,-0.300,3
2,12,-2.050,-0.333,-3.659,-0.278,4
2,13,-1.940,-0.319,-2.158,-0.299,3
