user,video,delta,theta,alpha,beta,op
1,1,-2.482,-0.305,-3.331,-0.300,4
1,2,-2.257,-0.310,-2.702,-0.299,4
1,3,-2.415,-0.309,-2.193,-0.302,4
1,4,-2.330,-0.312,-2.599,-0.297,2
1,5,-2.297,-0.304,-2.661,-0.304,3
1,6,-2.426,-0.307,-2.466,-0.301,3
1,7,-2.116,-0.304,-2.758,-0.306,3
1,8,-2.543,-0.312,-3.208,-0.293,3
1,9,-2.614,-0.314,-2.738,-0.292,1
1,10,-2.300,-0.313,-2.144,-0.300,1
1,11,-2.462,-0.304,-3.284,-0.302,1
1,12,-2.403,-0.304,-3.503,-0.301,1
1,13,-2.265,-0.302,-3.482,-0.306,1
1,14,-2.561,-0.317,-3.462,-0.288,1
1,15,-2.489,-0.306,-1.982,-0.308,2
1,16,-2.351,-0.318,-2.538,-0.291,4
1,17,-2.432,-0.306,-2.355,-0.303,2
1,18,-2.176,-0.306,-4.040,-0.302,4
1,19,-2.414,-0.295,-3.340,-0.311,4
1,20,-2.390,-0.304,-3.145,-0.302,4
1,21,-2.425,-0.303,-3.075,-0.303,4
1,22,-2.479,-0.311,-2.858,-0.295,3
1,23,-2.477,-0.300,-2.943,-0.306,3
1,24,-2.610,-0.301,-3.054,-0.304,4
1,25,-2.455,-0.307,-2.976,-0.299,4
1,26,-2.475,-0.302,-3.702,-0.303,4
1,27,-2.570,-0.307,-2.297,-0.302,4
1,28,-2.475,-0.297,-3.855,-0.308,1
1,29,-2.207,-0.313,-2.325,-0.299,1
1,30,-2.391,-0.310,-2.430,-0.299,1
1,31,-2.323,-0.303,-3.060,-0.304,2
1,32,-2.489,-0.305,-2.637,-0.302,2
1,33,-2.463,-0.314,-2.657,-0.294,1
1,34,-2.375,-0.312,-2.719,-0.296,2
1,35,-2.429,-0.308,-2.176,-0.303,2
1,36,-2.493,-0.310,-2.551,-0.297,2
1,37,-2.586,-0.312,-3.124,-0.293,2
1,38,-2.321,-0.311,-2.470,-0.298,2
1,39,-2.319,-0.297,-2.430,-0.312,2
1,40,-2.227,-0.307,-2.481,-0.303,4
2,1,-1.992,-0.332,-3.218,-0.281,4
2,2,-1.977,-0.314,-4.055,-0.298,4
2,3,-1.838,-0.317,-2.289,-0.303,4
2,4,-1.758,-0.339,-2.123,-0.286,3
2,5,-1.883,-0.319,-2.635,-0.297,3
2,6,-1.903,-0.330,-2.781,-0.286,3
2,7,-1.953,-0.316,-2.687,-0.298,1
2,8,-2.127,-0.312,-3.115,-0.297,4
2,9,-1.999,-0.318,-2.773,-0.295,4
2,10,-1.914,-0.326,-1.982,-0.297,1
2,11,-1.902,-0.314,-2.807,-0.301,3
2,12,-2.067,-0.333,-3.634,-0.278,4
2,13,-1.957,-0.319,-2.148,-0.299,3
2,14,-1.767,-0.319,-2.176,-0.304,4
2,15,-1.756,-0.329,-3.969,-0.290,4
2,16,-2.002,-0.318,-1.927,-0.303,4
2,17,-1.979,-0.313,-3.328,-0.299,3
2,18,-1.833,-0.319,-3.008,-0.297,4
2,19,-1.996,-0.310,-3.830,-0.301,4
2,20,-1.945,-0.311,-4.203,-0.301,4
2,21,-2.036,-0.396,-2.705,-0.231,1
2,22,-2.119,-0.318,-3.110,-0.292,1
2,23,-1.828,-0.316,-3.038,-0.300,1
2,24,-1.921,-0.313,-3.330,-0.300,4
2,25,-1.847,-0.320,-3.390,-0.295,4
2,26,-1.907,-0.318,-2.623,-0.297,4
2,27,-2.034,-0.316,-5.174,-0.295,2
2,28,-1.987,-0.329,-3.138,-0.284,1
2,29,-1.920,-0.319,-2.313,-0.298,2
2,30,-1.959,-0.321,-3.019,-0.292,2
2,31,-1.920,-0.332,-2.641,-0.284,2
2,32,-2.092,-0.316,-3.423,-0.294,2
2,33,-2.052,-0.315,-3.181,-0.296,2
2,34,-1.968,-0.313,-3.450,-0.298,1
2,35,-1.859,-0.312,-2.374,-0.305,1
2,36,-1.739,-0.355,-2.770,-0.269,3
2,37,-1.823,-0.314,-3.178,-0.301,2
2,38,-1.985,-0.316,-4.709,-0.295,2
2,39,-2.176,-0.313,-3.879,-0.296,1
2,40,-1.975,-0.324,-2.354,-0.292,4
3,1,-1.995,-0.315,-2.595,-0.298,3
3,2,-2.013,-0.311,-3.860,-0.300,3
3,3,-1.876,-0.316,-3.077,-0.299,3
3,4,-2.026,-0.314,-2.214,-0.301,1
3,5,-2.033,-0.307,-3.042,-0.304,3
3,6,-2.075,-0.312,-4.093,-0.298,3
3,7,-2.016,-0.314,-3.023,-0.297,3
3,8,-2.148,-0.310,-3.018,-0.300,3
3,9,-2.308,-0.310,-3.313,-0.296,3
3,10,-2.245,-0.314,-2.800,-0.295,2
3,11,-2.221,-0.304,-3.894,-0.303,3
3,12,-2.161,-0.314,-2.956,-0.295,3
3,13,-1.906,-0.314,-3.086,-0.300,3
3,14,-2.052,-0.309,-3.406,-0.302,3
3,15,-2.029,-0.314,-2.847,-0.298,3
3,16,-1.864,-0.317,-2.926,-0.299,3
3,17,-2.038,-0.315,-3.169,-0.296,1
3,18,-2.048,-0.313,-3.780,-0.297,3
3,19,-2.244,-0.305,-3.782,-0.302,3
3,20,-1.991,-0.311,-2.859,-0.301,3
3,21,-2.197,-0.315,-2.333,-0.297,2
3,22,-2.041,-0.311,-3.251,-0.299,1
3,23,-1.973,-0.338,-3.300,-0.276,1
3,24,-1.912,-0.316,-2.995,-0.298,1
3,25,-2.147,-0.315,-3.940,-0.294,1
3,26,-2.002,-0.307,-3.726,-0.304,1
3,27,-2.118,-0.307,-2.690,-0.304,3
3,28,-2.244,-0.309,-2.716,-0.300,3
3,29,-1.944,-0.317,-2.860,-0.297,1
3,30,-1.837,-0.311,-2.778,-0.305,1
3,31,-2.149,-0.345,-3.500,-0.267,1
3,32,-2.067,-0.321,-3.083,-0.290,3
3,33,-2.277,-0.334,-2.275,-0.279,1
3,34,-1.917,-0.320,-3.146,-0.294,2
3,35,-2.056,-0.316,-3.130,-0.294,2
3,36,-2.035,-0.325,-2.062,-0.293,4
3,37,-2.138,-0.317,-2.497,-0.294,2
3,38,-2.142,-0.403,-3.018,-0.224,2
3,39,-1.769,-0.365,-1.387,-0.292,2
3,40,-2.021,-0.323,-2.250,-0.293,3
4,1,-2.160,-0.312,-5.230,-0.296,4
4,2,-2.246,-0.308,-4.006,-0.299,1
4,3,-2.105,-0.316,-2.411,-0.297,4
4,4,-1.979,-0.311,-4.204,-0.301,3
4,5,-2.174,-0.332,-2.459,-0.280,2
4,6,-2.257,-0.309,-3.587,-0.298,3
4,7,-2.103,-0.305,-4.072,-0.304,1
4,8,-2.041,-0.308,-3.648,-0.302,4
4,9,-2.149,-0.311,-3.160,-0.298,3
4,10,-2.015,-0.317,-2.714,-0.295,1
4,11,-1.849,-0.323,-2.962,-0.293,4
4,12,-2.050,-0.317,-3.076,-0.294,4
4,13,-2.045,-0.337,-3.796,-0.275,1
4,14,-2.076,-0.319,-2.918,-0.291,4
4,15,-2.311,-0.304,-3.018,-0.303,4
4,16,-2.094,-0.314,-4.845,-0.295,1
4,17,-1.930,-0.315,-3.294,-0.298,4
4,18,-1.890,-0.313,-3.658,-0.301,1
4,19,-2.132,-0.309,-2.467,-0.303,4
4,20,-2.146,-0.312,-3.076,-0.298,4
4,21,-1.774,-0.326,-3.993,-0.291,1
4,22,-1.813,-0.320,-2.975,-0.296,1
4,23,-2.028,-0.316,-3.658,-0.295,1
4,24,-1.946,-0.311,-4.676,-0.301,2
4,25,-2.064,-0.317,-3.495,-0.293,4
4,26,-2.014,-0.322,-4.110,-0.289,3
4,27,-1.866,-0.315,-2.773,-0.301,4
4,28,-2.082,-0.354,-2.720,-0.262,2
4,29,-1.991,-0.317,-3.124,-0.295,1
4,30,-1.914,-0.320,-2.899,-0.294,1
4,31,-1.771,-0.316,-2.133,-0.308,1
4,32,-1.999,-0.316,-2.926,-0.297,2
4,33,-2.049,-0.308,-3.366,-0.302,1
4,34,-2.226,-0.313,-2.511,-0.297,1
4,35,-1.918,-0.320,-3.912,-0.293,1
4,36,-1.669,-0.326,-3.094,-0.296,1
4,37,-1.915,-0.319,-4.595,-0.294,1
4,38,-1.970,-0.321,-3.846,-0.291,1
4,39,-2.179,-0.309,-4.069,-0.299,1
4,40,-2.094,-0.325,-3.117,-0.286,1
5,1,-2.027,-0.314,-3.815,-0.296,3
5,2,-1.922,-0.326,-3.754,-0.288,4
5,3,-1.951,-0.315,-3.701,-0.297,1
5,4,-2.045,-0.314,-4.711,-0.296,4
5,5,-2.011,-0.323,-3.636,-0.289,1
5,6,-1.977,-0.322,-2.670,-0.292,4
5,7,-2.025,-0.312,-2.543,-0.301,4
5,8,-1.801,-0.319,-4.094,-0.298,4
5,9,-1.995,-0.321,-3.320,-0.291,3
5,10,-1.847,-0.317,-6.942,-0.297,1
5,11,-1.938,-0.318,-3.300,-0.295,4
5,12,-1.937,-0.313,-3.048,-0.300,3
5,13,-2.043,-0.309,-3.124,-0.302,1
5,14,-2.035,-0.315,-3.174,-0.296,3
5,15,-2.007,-0.312,-3.787,-0.299,4
5,16,-2.050,-0.320,-3.367,-0.291,4
5,17,-1.866,-0.324,-3.471,-0.291,3
5,18,-1.820,-0.338,-2.237,-0.284,3
5,19,-2.111,-0.313,-4.038,-0.296,3
5,20,-1.865,-0.317,-2.873,-0.298,3
5,21,-1.916,-0.316,-3.582,-0.297,1
5,22,-2.026,-0.318,-2.940,-0.294,4
5,23,-1.970,-0.318,-3.547,-0.294,2
5,24,-1.846,-0.325,-3.650,-0.291,2
5,25,-1.925,-0.312,-3.932,-0.300,3
5,26,-1.838,-0.331,-3.019,-0.286,3
5,27,-2.015,-0.315,-2.839,-0.297,3
5,28,-1.816,-0.311,-2.757,-0.306,1
5,29,-2.003,-0.321,-3.016,-0.291,1
5,30,-2.011,-0.319,-3.308,-0.292,2
5,31,-2.192,-0.321,-3.473,-0.288,4
5,32,-1.716,-0.323,-2.549,-0.299,1
5,33,-1.918,-0.327,-3.792,-0.286,4
5,34,-1.899,-0.338,-2.805,-0.278,4
5,35,-2.037,-0.312,-3.130,-0.299,2
5,36,-1.935,-0.321,-2.980,-0.293,2
5,37,-2.082,-0.316,-2.935,-0.295,2
5,38,-1.809,-0.325,-2.458,-0.294,1
5,39,-2.059,-0.319,-3.340,-0.292,1
5,40,-1.894,-0.309,-2.809,-0.306,4
6,1,-2.393,-0.303,-2.984,-0.304,3
6,2,-2.127,-0.314,-3.054,-0.296,4
6,3,-2.402,-0.296,-3.565,-0.310,4
6,4,-2.321,-0.299,-2.681,-0.309,4
6,5,-2.016,-0.305,-2.428,-0.308,4
6,6,-2.132,-0.307,-3.097,-0.302,3
6,7,-2.297,-0.308,-2.441,-0.302,4
6,8,-2.359,-0.310,-3.090,-0.297,3
6,9,-2.393,-0.315,-2.159,-0.297,4
6,10,-2.046,-0.309,-2.975,-0.301,4
6,11,-2.220,-0.308,-3.117,-0.300,1
6,12,-2.104,-0.308,-2.668,-0.303,3
6,13,-2.228,-0.304,-3.977,-0.304,3
6,14,-2.191,-0.301,-2.457,-0.310,3
6,15,-2.239,-0.309,-3.082,-0.299,3
6,16,-2.302,-0.318,-2.069,-0.296,4
6,17,-2.454,-0.307,-3.261,-0.299,3
6,18,-2.273,-0.308,-3.035,-0.299,4
6,19,-2.350,-0.305,-3.122,-0.302,4
6,20,-2.301,-0.300,-2.762,-0.308,3
6,21,-2.270,-0.325,-2.008,-0.291,3
6,22,-2.338,-0.308,-2.696,-0.299,3
6,23,-2.350,-0.306,-2.593,-0.302,1
6,24,-2.340,-0.305,-2.853,-0.302,1
6,25,-2.302,-0.310,-2.625,-0.298,4
6,26,-2.417,-0.294,-2.651,-0.313,3
6,27,-2.052,-0.307,-2.369,-0.307,3
6,28,-2.201,-0.306,-2.603,-0.304,3
6,29,-2.118,-0.297,-4.244,-0.312,2
6,30,-2.202,-0.305,-2.432,-0.305,3
6,31,-2.362,-0.304,-2.425,-0.305,1
6,32,-2.275,-0.302,-2.080,-0.312,3
6,33,-2.422,-0.325,-1.746,-0.297,3
6,34,-2.052,-0.306,-2.268,-0.308,1
6,35,-2.440,-0.311,-2.378,-0.298,2
6,36,-2.270,-0.305,-2.927,-0.302,4
6,37,-2.352,-0.305,-2.437,-0.304,2
6,38,-2.237,-0.303,-3.097,-0.304,2
6,39,-2.208,-0.302,-3.102,-0.306,4
6,40,-2.428,-0.304,-2.208,-0.307,1
7,1,-1.999,-0.307,-3.178,-0.305,3
7,2,-2.165,-0.319,-3.726,-0.290,4
7,3,-1.897,-0.319,-1.979,-0.303,3
7,4,-1.621,-0.327,-1.446,-0.328,4
7,5,-2.056,-0.315,-1.948,-0.305,4
7,6,-2.165,-0.299,-2.671,-0.311,4
7,7,-2.184,-0.310,-3.019,-0.299,4
7,8,-1.893,-0.314,-3.139,-0.300,4
7,9,-2.062,-0.310,-2.951,-0.300,3
7,10,-2.041,-0.323,-3.601,-0.288,4
7,11,-2.229,-0.326,-2.162,-0.288,4
7,12,-2.032,-0.321,-3.086,-0.290,3
7,13,-1.874,-0.326,-2.269,-0.293,3
7,14,-2.140,-0.318,-3.446,-0.291,4
7,15,-2.057,-0.318,-2.001,-0.300,3
7,16,-1.917,-0.317,-3.876,-0.296,2
7,17,-2.055,-0.306,-4.852,-0.304,3
7,18,-1.867,-0.319,-4.088,-0.296,3
7,19,-2.034,-0.307,-3.012,-0.304,4
7,20,-1.957,-0.321,-2.336,-0.295,4
7,21,-1.914,-0.314,-3.504,-0.299,2
7,22,-1.952,-0.324,-2.336,-0.293,1
7,23,-1.974,-0.327,-2.886,-0.287,1
7,24,-1.871,-0.308,-2.906,-0.307,2
7,25,-1.879,-0.308,-2.422,-0.309,1
7,26,-1.836,-0.316,-2.833,-0.301,1
7,27,-2.015,-0.310,-2.512,-0.303,3
7,28,-1.996,-0.317,-3.163,-0.295,1
7,29,-1.991,-0.314,-4.135,-0.297,3
7,30,-1.996,-0.308,-2.884,-0.304,2
7,31,-2.135,-0.316,-2.556,-0.296,4
7,32,-2.090,-0.318,-3.325,-0.292,2
7,33,-2.126,-0.313,-2.724,-0.298,2
7,34,-2.051,-0.300,-3.645,-0.310,2
7,35,-1.991,-0.321,-2.997,-0.291,4
7,36,-1.809,-0.309,-3.008,-0.307,4
7,37,-1.932,-0.308,-2.977,-0.305,4
7,38,-1.949,-0.317,-3.344,-0.295,4
7,39,-2.148,-0.314,-3.143,-0.296,4
7,40,-2.071,-0.310,-3.018,-0.300,4
8,1,-1.958,-0.317,-3.984,-0.295,4
8,2,-1.780,-0.324,-2.336,-0.298,4
8,3,-2.013,-0.316,-3.870,-0.295,4
8,4,-2.177,-0.321,-3.991,-0.288,4
8,5,-1.955,-0.338,-2.116,-0.283,2
8,6,-2.065,-0.319,-2.786,-0.292,4
8,7,-2.019,-0.310,-3.351,-0.301,4
8,8,-2.176,-0.328,-3.400,-0.281,4
8,9,-1.798,-0.315,-2.487,-0.304,4
8,10,-2.098,-0.318,-3.390,-0.292,1
8,11,-1.948,-0.324,-3.265,-0.289,1
8,12,-2.015,-0.324,-3.120,-0.288,4
8,13,-1.972,-0.312,-3.214,-0.300,4
8,14,-2.028,-0.309,-2.606,-0.304,3
8,15,-2.116,-0.305,-3.310,-0.304,4
8,16,-1.676,-0.337,-1.782,-0.299,2
8,17,-2.017,-0.308,-2.772,-0.304,3
8,18,-1.938,-0.333,-3.524,-0.281,3
8,19,-2.136,-0.313,-3.442,-0.296,4
8,20,-2.002,-0.312,-2.512,-0.302,3
8,21,-2.216,-0.329,-2.712,-0.281,2
8,22,-2.256,-0.307,-2.977,-0.301,2
8,23,-2.009,-0.313,-3.255,-0.298,1
8,24,-1.961,-0.316,-2.653,-0.298,1
8,25,-1.886,-0.315,-1.965,-0.308,1
8,26,-2.252,-0.308,-4.943,-0.299,1
8,27,-2.053,-0.302,-3.612,-0.308,1
8,28,-1.924,-0.320,-3.336,-0.294,3
8,29,-2.029,-0.315,-2.566,-0.297,1
8,30,-1.994,-0.318,-3.164,-0.294,1
8,31,-2.099,-0.327,-2.963,-0.284,2
8,32,-2.067,-0.308,-2.944,-0.302,4
8,33,-2.127,-0.325,-2.476,-0.287,2
8,34,-2.035,-0.315,-3.222,-0.295,4
8,35,-1.787,-0.330,-3.512,-0.287,2
8,36,-2.053,-0.318,-3.912,-0.292,2
8,37,-1.903,-0.313,-2.667,-0.302,3
8,38,-1.904,-0.314,-5.210,-0.300,1
8,39,-1.975,-0.312,-3.903,-0.299,3
8,40,-2.006,-0.322,-2.293,-0.294,2
9,1,-1.967,-0.311,-2.595,-0.303,3
9,2,-1.913,-0.319,-2.816,-0.295,4
9,3,-2.172,-0.313,-3.013,-0.296,4
9,4,-1.952,-0.319,-2.928,-0.295,4
9,5,-1.858,-0.331,-3.977,-0.285,1
9,6,-2.001,-0.313,-2.847,-0.299,4
9,7,-2.035,-0.322,-3.962,-0.289,4
9,8,-2.076,-0.314,-3.387,-0.296,4
9,9,-2.047,-0.317,-3.273,-0.294,3
9,10,-1.957,-0.323,-2.848,-0.291,1
9,11,-2.071,-0.314,-3.043,-0.296,4
9,12,-2.039,-0.320,-3.576,-0.290,4
9,13,-1.941,-0.323,-4.199,-0.290,4
9,14,-2.116,-0.319,-4.391,-0.290,4
9,15,-1.910,-0.311,-3.575,-0.302,4
9,16,-1.891,-0.307,-3.146,-0.307,1
9,17,-2.221,-0.309,-4.538,-0.299,4
9,18,-1.876,-0.317,-3.431,-0.297,1
9,19,-1.942,-0.327,-3.168,-0.286,1
9,20,-1.965,-0.320,-4.329,-0.292,3
9,21,-1.986,-0.317,-4.026,-0.294,1
9,22,-1.955,-0.313,-3.847,-0.299,1
9,23,-1.807,-0.317,-2.651,-0.301,1
9,24,-2.102,-0.308,-2.583,-0.303,2
9,25,-2.019,-0.315,-3.221,-0.296,3
9,26,-2.042,-0.312,-3.228,-0.298,1
9,27,-1.886,-0.311,-3.932,-0.303,4
9,28,-1.921,-0.320,-2.590,-0.295,2
9,29,-1.904,-0.318,-2.869,-0.297,1
9,30,-1.963,-0.316,-2.993,-0.297,2
9,31,-1.823,-0.331,-3.473,-0.286,4
9,32,-2.033,-0.319,-3.125,-0.292,2
9,33,-1.930,-0.322,-3.238,-0.291,1
9,34,-2.063,-0.316,-2.665,-0.295,4
9,35,-1.961,-0.324,-2.566,-0.291,2
9,36,-1.958,-0.320,-3.736,-0.292,2
9,37,-1.935,-0.315,-2.619,-0.300,2
9,38,-1.966,-0.317,-2.560,-0.297,2
9,39,-1.873,-0.319,-4.378,-0.295,2
9,40,-2.006,-0.316,-3.821,-0.295,4
10,1,-2.215,-0.316,-1.939,-0.302,4
10,2,-2.018,-0.308,-1.986,-0.312,2
10,3,-2.084,-0.308,-3.341,-0.302,3
10,4,-2.055,-0.319,-1.783,-0.306,4
10,5,-1.880,-0.338,-2.593,-0.280,4
10,6,-1.997,-0.305,-2.233,-0.311,4
10,7,-2.353,-0.303,-2.586,-0.305,4
10,8,-2.060,-0.320,-2.141,-0.297,3
10,9,-2.476,-0.304,-2.759,-0.302,4
10,10,-2.330,-0.314,-2.412,-0.296,4
10,11,-2.319,-0.324,-3.161,-0.284,4
10,12,-2.306,-0.314,-2.046,-0.300,3
10,13,-2.237,-0.307,-3.407,-0.301,3
10,14,-2.430,-0.305,-2.996,-0.301,3
10,15,-2.190,-0.300,-3.215,-0.308,3
10,16,-2.314,-0.322,-2.746,-0.287,1
10,17,-2.046,-0.311,-2.963,-0.300,1
10,18,-2.219,-0.303,-2.707,-0.306,3
10,19,-2.113,-0.310,-3.212,-0.299,4
10,20,-2.346,-0.310,-2.905,-0.297,3
10,21,-2.194,-0.317,-2.339,-0.295,2
10,22,-2.106,-0.307,-2.416,-0.305,1
10,23,-2.054,-0.314,-2.633,-0.298,1
10,24,-2.331,-0.310,-2.029,-0.304,3
10,25,-2.164,-0.310,-3.795,-0.299,1
10,26,-2.111,-0.316,-3.340,-0.294,1
10,27,-1.945,-0.308,-2.991,-0.305,1
10,28,-2.150,-0.301,-3.126,-0.308,1
10,29,-2.122,-0.321,-2.262,-0.293,1
10,30,-2.299,-0.328,-1.736,-0.295,2
10,31,-2.283,-0.314,-2.693,-0.295,2
10,32,-2.188,-0.307,-2.892,-0.302,4
10,33,-2.099,-0.313,-2.568,-0.298,2
10,34,-2.161,-0.305,-2.754,-0.305,2
10,35,-2.540,-0.314,-2.281,-0.295,2
10,36,-2.111,-0.307,-3.307,-0.302,2
10,37,-2.162,-0.304,-3.545,-0.304,2
10,38,-2.317,-0.320,-1.950,-0.296,2
10,39,-2.288,-0.303,-4.103,-0.303,2
10,40,-2.128,-0.309,-2.625,-0.302,4
11,1,-2.077,-0.315,-2.053,-0.302,3
11,2,-2.159,-0.314,-3.158,-0.295,3
11,3,-1.966,-0.306,-3.295,-0.306,4
11,4,-2.012,-0.305,-3.203,-0.306,4
11,5,-1.967,-0.313,-2.542,-0.301,4
11,6,-2.144,-0.310,-3.739,-0.298,4
11,7,-2.246,-0.306,-4.272,-0.301,3
11,8,-2.176,-0.319,-3.587,-0.290,4
11,9,-2.064,-0.345,-3.279,-0.269,4
11,10,-2.087,-0.312,-3.029,-0.298,3
11,11,-2.168,-0.325,-2.728,-0.286,3
11,12,-2.241,-0.302,-4.283,-0.305,3
11,13,-2.007,-0.316,-3.854,-0.295,3
11,14,-2.213,-0.310,-3.551,-0.298,4
11,15,-2.052,-0.314,-3.119,-0.296,3
11,16,-2.030,-0.316,-4.083,-0.294,1
11,17,-2.019,-0.310,-3.747,-0.301,3
11,18,-2.067,-0.312,-3.380,-0.298,3
11,19,-2.154,-0.312,-3.601,-0.297,3
11,20,-2.200,-0.307,-2.596,-0.303,3
11,21,-1.961,-0.316,-3.628,-0.296,1
11,22,-1.972,-0.314,-3.838,-0.297,3
