user,video,delta,theta,alpha,beta,op
1,1,-2.376,-0.307,-3.563,-0.299,4
1,2,-2.404,-0.314,-2.123,-0.298,4
1,3,-2.412,-0.294,-2.677,-0.313,4
1,4,-2.373,-0.326,-2.245,-0.286,2
1,5,-2.467,-0.309,-3.114,-0.297,3
1,6,-2.396,-0.310,-2.223,-0.301,3
1,7,-2.199,-0.304,-2.692,-0.305,3
1,8,-2.432,-0.307,-3.398,-0.299,3
1,9,-2.634,-0.305,-3.264,-0.299,1
1,10,-2.297,-0.315,-2.421,-0.295,1
1,11,-2.416,-0.310,-3.644,-0.296,1
1,12,-2.385,-0.301,-3.200,-0.305,1
1,13,-2.461,-0.305,-2.334,-0.304,1
1,14,-2.429,-0.322,-2.456,-0.287,1
1,15,-2.321,-0.311,-1.882,-0.306,2
1,16,-2.475,-0.316,-1.933,-0.299,4
1,17,-2.373,-0.303,-4.138,-0.303,2
1,18,-2.366,-0.301,-3.076,-0.306,4
1,19,-2.453,-0.304,-3.884,-0.302,4
1,20,-2.508,-0.304,-3.077,-0.302,4
1,21,-2.391,-0.311,-2.526,-0.298,4
1,22,-2.495,-0.308,-2.990,-0.298,3
1,23,-2.397,-0.305,-2.687,-0.302,3
1,24,-2.290,-0.294,-3.132,-0.313,4
1,25,-2.493,-0.300,-3.082,-0.306,4
1,26,-2.339,-0.309,-3.241,-0.298,4
1,27,-2.538,-0.295,-2.702,-0.311,4
1,28,-2.625,-0.296,-3.345,-0.308,1
1,29,-2.382,-0.308,-2.620,-0.300,1
1,30,-2.413,-0.301,-3.537,-0.304,1
1,31,-2.509,-0.300,-3.629,-0.305,2
1,32,-2.354,-0.309,-2.255,-0.302,2
1,33,-2.254,-0.311,-2.644,-0.298,1
1,34,-2.340,-0.302,-2.960,-0.305,2
1,35,-2.467,-0.307,-2.086,-0.305,2
1,36,-2.471,-0.304,-3.149,-0.302,2
1,37,-2.375,-0.312,-2.913,-0.295,2
1,38,-2.204,-0.303,-2.259,-0.309,2
1,39,-2.271,-0.304,-2.422,-0.306,2
1,40,-2.355,-0.300,-2.713,-0.308,4
2,1,-2.150,-0.313,-2.706,-0.297,4
2,2,-1.956,-0.316,-3.073,-0.297,4
2,3,-2.042,-0.308,-2.700,-0.304,4
2,4,-1.910,-0.319,-2.571,-0.296,3
2,5,-1.984,-0.317,-2.649,-0.296,3
2,6,-1.979,-0.322,-3.080,-0.290,3
