user,video,delta,theta,alpha,beta,op
1,1,-2.502,-0.302,-3.852,-0.303,4
1,2,-2.256,-0.326,-2.119,-0.288,4
1,3,-2.293,-0.309,-2.476,-0.301,4
1,4,-2.314,-0.330,-2.903,-0.279,2
1,5,-2.261,-0.309,-2.774,-0.300,3
1,6,-2.297,-0.312,-3.342,-0.295,3
1,7,-2.210,-0.308,-3.058,-0.300,3
1,8,-2.403,-0.307,-4.000,-0.299,3
1,9,-2.337,-0.312,-2.867,-0.295,1
1,10,-2.272,-0.310,-2.811,-0.298,1
1,11,-2.412,-0.314,-3.021,-0.293,1
1,12,-2.134,-0.309,-3.385,-0.299,1
1,13,-2.234,-0.311,-3.298,-0.297,1
1,14,-2.168,-0.315,-3.581,-0.293,1
1,15,-2.429,-0.305,-2.581,-0.302,2
1,16,-2.141,-0.327,-2.285,-0.287,4
1,17,-2.136,-0.312,-3.043,-0.298,2
1,18,-2.313,-0.322,-2.992,-0.286,4
1,19,-2.161,-0.319,-2.875,-0.291,4
1,20,-2.171,-0.299,-2.395,-0.313,4
1,21,-2.251,-0.311,-2.975,-0.297,4
1,22,-2.306,-0.309,-3.110,-0.298,3
1,23,-2.190,-0.308,-3.212,-0.300,3
1,24,-2.310,-0.295,-3.122,-0.312,4
1,25,-2.344,-0.302,-2.823,-0.305,4
1,26,-2.320,-0.303,-3.877,-0.303,4
1,27,-2.374,-0.309,-2.309,-0.301,4
1,28,-2.293,-0.305,-2.951,-0.302,1
1,29,-2.333,-0.305,-3.596,-0.302,1
1,30,-2.207,-0.316,-2.666,-0.294,1
1,31,-2.110,-0.308,-2.613,-0.303,2
1,32,-2.244,-0.313,-2.458,-0.297,2
1,33,-2.281,-0.315,-3.372,-0.292,1
1,34,-2.358,-0.308,-2.446,-0.301,2
1,35,-2.199,-0.315,-2.197,-0.298,2
1,36,-1.894,-0.309,-2.581,-0.307,2
1,37,-2.180,-0.315,-2.904,-0.294,2
1,38,-2.265,-0.311,-2.114,-0.302,2
1,39,-2.252,-0.310,-3.298,-0.298,2
1,40,-2.285,-0.305,-3.455,-0.302,4
2,1,-1.999,-0.331,-3.139,-0.282,4
2,2,-1.959,-0.315,-4.016,-0.297,4
2,3,-1.844,-0.317,-2.345,-0.302,4
2,4,-1.760,-0.340,-2.102,-0.286,3
2,5,-1.876,-0.319,-2.635,-0.297,3
2,6,-1.887,-0.331,-2.807,-0.285,3
2,7,-1.939,-0.316,-2.731,-0.298,1
2,8,-2.129,-0.312,-2.923,-0.297,4
