user,video,delta,theta,alpha,beta,op
1,1,-2.251,-0.306,-2.789,-0.302,4
1,2,-2.087,-0.336,-2.230,-0.280,4
1,3,-2.198,-0.308,-3.308,-0.300,4
1,4,-2.203,-0.319,-3.699,-0.289,2
1,5,-2.235,-0.303,-4.061,-0.305,3
1,6,-2.185,-0.316,-2.473,-0.295,3
1,7,-2.051,-0.310,-2.685,-0.301,3
1,8,-2.522,-0.306,-3.327,-0.299,3
1,9,-2.348,-0.312,-4.726,-0.294,1
1,10,-2.251,-0.312,-2.538,-0.297,1
1,11,-2.349,-0.315,-4.112,-0.291,1
1,12,-2.097,-0.311,-3.110,-0.299,1
1,13,-2.118,-0.310,-2.880,-0.300,1
1,14,-2.301,-0.323,-2.971,-0.285,1
1,15,-2.470,-0.314,-1.924,-0.302,2
1,16,-2.117,-0.349,-2.562,-0.266,4
1,17,-2.053,-0.306,-3.109,-0.305,2
1,18,-2.274,-0.328,-2.868,-0.281,4
1,19,-2.077,-0.315,-3.145,-0.295,4
1,20,-2.248,-0.301,-3.047,-0.307,4
1,21,-2.183,-0.311,-3.890,-0.297,4
1,22,-2.155,-0.310,-3.142,-0.299,3
1,23,-2.383,-0.305,-2.912,-0.301,3
1,24,-2.370,-0.298,-2.747,-0.309,4
1,25,-2.304,-0.307,-2.996,-0.301,4
1,26,-2.243,-0.312,-2.652,-0.297,4
1,27,-2.171,-0.302,-2.696,-0.308,4
1,28,-2.276,-0.304,-3.041,-0.303,1
1,29,-2.412,-0.319,-1.958,-0.296,1
1,30,-2.290,-0.315,-2.323,-0.296,1
1,31,-2.107,-0.320,-2.227,-0.294,2
1,32,-2.364,-0.314,-2.628,-0.294,2
1,33,-2.145,-0.321,-2.765,-0.289,1
1,34,-2.356,-0.307,-2.770,-0.301,2
1,35,-1.849,-0.310,-2.589,-0.306,2
1,36,-1.657,-0.318,-2.120,-0.310,2
1,37,-2.240,-0.321,-2.947,-0.288,2
1,38,-2.466,-0.314,-2.423,-0.294,2
1,39,-2.151,-0.306,-2.289,-0.307,2
1,40,-2.270,-0.303,-3.345,-0.304,4
2,1,-2.005,-0.328,-3.194,-0.284,4
2,2,-1.973,-0.315,-3.966,-0.297,4
2,3,-1.878,-0.317,-2.304,-0.301,4
2,4,-1.753,-0.344,-2.044,-0.284,3
2,5,-1.896,-0.318,-2.796,-0.297,3
2,6,-1.900,-0.332,-2.678,-0.285,3
2,7,-1.996,-0.313,-2.649,-0.300,1
2,8,-2.131,-0.311,-3.120,-0.298,4
2,9,-1.973,-0.320,-2.807,-0.293,4
2,10,-1.936,-0.324,-2.030,-0.297,1
2,11,-1.924,-0.313,-2.863,-0.300,3
2,12,-2.063,-0.334,-3.656,-0.278,4
2,13,-1.965,-0.320,-2.085,-0.299,3
2,14,-1.823,-0.318,-2.233,-0.302,4
2,15,-1.778,-0.327,-3.812,-0.290,4
2,16,-2.015,-0.318,-1.951,-0.302,4
2,17,-2.009,-0.314,-3.380,-0.298,3
2,18,-1.880,-0.318,-3.079,-0.297,4
2,19,-1.997,-0.311,-3.872,-0.300,4
2,20,-1.923,-0.310,-5.014,-0.303,4
2,21,-2.045,-0.394,-2.733,-0.232,1
2,22,-2.125,-0.316,-3.217,-0.293,1
2,23,-1.842,-0.315,-3.062,-0.300,1
2,24,-1.919,-0.313,-3.637,-0.300,4
2,25,-1.893,-0.318,-3.408,-0.296,4
2,26,-1.899,-0.317,-2.708,-0.298,4
2,27,-2.040,-0.314,-4.562,-0.296,2
2,28,-1.980,-0.330,-3.062,-0.284,1
2,29,-1.928,-0.319,-2.304,-0.298,2
2,30,-1.965,-0.320,-2.932,-0.293,2
2,31,-1.945,-0.331,-2.740,-0.284,2
2,32,-2.113,-0.315,-3.555,-0.294,2
2,33,-2.059,-0.314,-3.190,-0.296,2
2,34,-1.950,-0.313,-3.044,-0.300,1
2,35,-1.881,-0.311,-2.390,-0.306,1
2,36,-1.747,-0.359,-2.628,-0.266,3
2,37,-1.816,-0.314,-3.267,-0.302,2
2,38,-1.992,-0.317,-4.672,-0.295,2
2,39,-2.157,-0.314,-4.054,-0.294,1
2,40,-1.963,-0.322,-2.489,-0.293,4
3,1,-1.874,-0.314,-2.686,-0.302,3
3,2,-1.868,-0.316,-3.727,-0.298,3
3,3,-1.878,-0.307,-3.795,-0.307,3
3,4,-1.757,-0.320,-2.135,-0.304,1
3,5,-1.904,-0.310,-3.278,-0.304,3
3,6,-2.005,-0.312,-3.627,-0.299,3
3,7,-2.043,-0.319,-4.040,-0.292,3
3,8,-2.139,-0.316,-3.326,-0.293,3
3,9,-2.152,-0.312,-3.345,-0.297,3
3,10,-1.970,-0.326,-3.323,-0.287,2
3,11,-1.997,-0.315,-4.622,-0.296,3
3,12,-2.030,-0.322,-2.360,-0.292,3
3,13,-1.748,-0.316,-3.943,-0.302,3
3,14,-1.737,-0.320,-2.614,-0.301,3
3,15,-1.911,-0.314,-3.707,-0.299,3
3,16,-1.830,-0.319,-2.686,-0.299,3
3,17,-1.851,-0.325,-2.627,-0.292,1
3,18,-1.951,-0.314,-3.322,-0.299,3
3,19,-2.038,-0.308,-3.393,-0.302,3
