user,video,delta,theta,alpha,beta,op
1,1,-2.509,-0.305,-3.558,-0.300,4
1,2,-2.351,-0.310,-2.753,-0.297,4
1,3,-2.463,-0.305,-2.316,-0.305,4
1,4,-2.464,-0.312,-2.507,-0.295,2
1,5,-2.250,-0.307,-3.315,-0.300,3
1,6,-2.567,-0.312,-2.248,-0.298,3
1,7,-2.197,-0.305,-2.958,-0.304,3
1,8,-2.592,-0.311,-3.105,-0.294,3
1,9,-2.672,-0.311,-3.071,-0.294,1
1,10,-2.444,-0.306,-2.448,-0.302,1
1,11,-2.531,-0.305,-4.091,-0.299,1
1,12,-2.345,-0.308,-3.468,-0.299,1
1,13,-2.415,-0.300,-3.039,-0.306,1
1,14,-2.773,-0.317,-3.435,-0.288,1
1,15,-2.460,-0.304,-2.205,-0.306,2
1,16,-2.454,-0.318,-2.891,-0.288,4
1,17,-2.441,-0.301,-2.854,-0.305,2
1,18,-2.218,-0.307,-3.461,-0.300,4
1,19,-2.416,-0.298,-3.370,-0.307,4
1,20,-2.584,-0.301,-3.652,-0.303,4
1,21,-2.450,-0.302,-3.671,-0.304,4
1,22,-2.528,-0.314,-3.102,-0.291,3
1,23,-2.570,-0.303,-3.083,-0.302,3
1,24,-2.568,-0.300,-3.156,-0.305,4
1,25,-2.434,-0.307,-3.771,-0.298,4
1,26,-2.424,-0.306,-4.154,-0.299,4
1,27,-2.508,-0.295,-2.897,-0.311,4
1,28,-2.379,-0.298,-2.863,-0.309,1
1,29,-2.273,-0.308,-3.203,-0.299,1
1,30,-2.493,-0.306,-2.552,-0.301,1
1,31,-2.393,-0.300,-3.467,-0.306,2
1,32,-2.446,-0.312,-2.038,-0.302,2
1,33,-2.406,-0.318,-2.684,-0.290,1
1,34,-2.305,-0.309,-2.761,-0.299,2
1,35,-2.525,-0.307,-2.066,-0.305,2
1,36,-2.464,-0.312,-3.036,-0.294,2
1,37,-2.550,-0.309,-4.161,-0.296,2
1,38,-2.405,-0.304,-3.256,-0.302,2
1,39,-2.394,-0.297,-2.936,-0.309,2
1,40,-2.199,-0.305,-2.492,-0.305,4
2,1,-2.019,-0.326,-3.246,-0.286,4
2,2,-1.953,-0.315,-4.549,-0.297,4
2,3,-1.930,-0.317,-2.325,-0.300,4
2,4,-1.744,-0.345,-2.124,-0.282,3
2,5,-1.890,-0.317,-2.791,-0.298,3
2,6,-1.854,-0.335,-2.742,-0.282,3
2,7,-1.969,-0.315,-2.836,-0.298,1
2,8,-2.102,-0.311,-2.984,-0.299,4
2,9,-1.958,-0.322,-2.926,-0.291,4
2,10,-1.952,-0.319,-2.062,-0.301,1
2,11,-1.932,-0.314,-2.888,-0.299,3
2,12,-2.042,-0.334,-3.746,-0.278,4
2,13,-1.954,-0.320,-2.126,-0.299,3
2,14,-1.812,-0.321,-2.199,-0.301,4
2,15,-1.786,-0.326,-3.776,-0.291,4
2,16,-2.000,-0.318,-1.938,-0.303,4
2,17,-2.032,-0.315,-3.403,-0.296,3
2,18,-1.926,-0.317,-3.383,-0.296,4
2,19,-2.003,-0.311,-4.001,-0.300,4
2,20,-1.927,-0.309,-4.941,-0.303,4
2,21,-2.022,-0.392,-2.824,-0.234,1
2,22,-2.130,-0.317,-3.065,-0.293,1
2,23,-1.905,-0.311,-3.010,-0.302,1
2,24,-1.910,-0.314,-3.080,-0.300,4
2,25,-1.932,-0.318,-3.433,-0.295,4
2,26,-1.895,-0.317,-2.693,-0.298,4
2,27,-2.026,-0.313,-5.127,-0.297,2
2,28,-2.003,-0.330,-3.335,-0.283,1
2,29,-1.946,-0.319,-2.261,-0.298,2
2,30,-1.949,-0.319,-2.957,-0.294,2
2,31,-1.952,-0.330,-2.770,-0.285,2
2,32,-2.103,-0.315,-3.256,-0.295,2
2,33,-2.052,-0.315,-3.199,-0.296,2
2,34,-1.944,-0.313,-3.285,-0.299,1
2,35,-1.905,-0.311,-2.380,-0.306,1
2,36,-1.712,-0.360,-2.883,-0.265,3
2,37,-1.810,-0.313,-3.455,-0.303,2
2,38,-1.993,-0.318,-4.392,-0.293,2
2,39,-2.148,-0.315,-3.582,-0.294,1
2,40,-1.942,-0.325,-2.356,-0.292,4
3,1,-2.270,-0.311,-2.056,-0.304,3
3,2,-2.237,-0.307,-3.820,-0.301,3
3,3,-2.216,-0.306,-3.698,-0.302,3
3,4,-2.255,-0.309,-3.200,-0.299,1
3,5,-2.077,-0.305,-3.453,-0.304,3
3,6,-2.375,-0.302,-3.352,-0.304,3
3,7,-2.209,-0.305,-3.119,-0.303,3
3,8,-2.345,-0.304,-3.369,-0.302,3
3,9,-2.064,-0.308,-3.068,-0.303,3
3,10,-2.135,-0.314,-2.478,-0.297,2
3,11,-2.274,-0.303,-3.535,-0.304,3
3,12,-2.193,-0.302,-2.786,-0.307,3
3,13,-2.168,-0.309,-2.778,-0.300,3
3,14,-1.940,-0.309,-2.962,-0.304,3
3,15,-2.250,-0.311,-2.618,-0.299,3
3,16,-2.371,-0.309,-2.665,-0.298,3
3,17,-2.110,-0.308,-3.435,-0.301,1
3,18,-2.066,-0.309,-3.301,-0.301,3
3,19,-2.203,-0.306,-3.956,-0.302,3
3,20,-2.342,-0.302,-2.319,-0.308,3
3,21,-2.152,-0.318,-2.487,-0.293,2
3,22,-2.207,-0.309,-4.635,-0.299,1
3,23,-2.094,-0.316,-3.020,-0.294,1
3,24,-2.199,-0.311,-2.875,-0.298,1
3,25,-2.122,-0.308,-3.110,-0.302,1
3,26,-2.220,-0.300,-4.110,-0.308,1
3,27,-2.215,-0.306,-2.946,-0.303,3
3,28,-2.340,-0.309,-3.423,-0.298,3
3,29,-2.248,-0.307,-4.164,-0.300,1
3,30,-2.281,-0.303,-2.878,-0.305,1
3,31,-2.316,-0.315,-2.971,-0.293,1
3,32,-2.154,-0.314,-2.331,-0.299,3
3,33,-2.297,-0.319,-2.553,-0.290,1
3,34,-2.080,-0.309,-2.952,-0.301,2
3,35,-2.303,-0.310,-2.052,-0.304,2
3,36,-2.106,-0.320,-2.337,-0.293,4
3,37,-2.225,-0.313,-3.022,-0.296,2
3,38,-2.265,-0.307,-2.828,-0.301,2
3,39,-2.082,-0.313,-2.254,-0.302,2
3,40,-2.124,-0.302,-2.633,-0.309,3
4,1,-2.170,-0.311,-5.392,-0.297,4
4,2,-2.168,-0.309,-4.569,-0.299,1
4,3,-2.138,-0.319,-2.299,-0.294,4
4,4,-1.954,-0.313,-4.132,-0.299,3
4,5,-2.211,-0.324,-2.888,-0.285,2
4,6,-2.298,-0.306,-3.768,-0.301,3
4,7,-2.148,-0.306,-3.808,-0.302,1
4,8,-2.016,-0.312,-3.672,-0.299,4
4,9,-2.145,-0.312,-3.457,-0.297,3
4,10,-2.025,-0.316,-2.653,-0.296,1
4,11,-1.845,-0.325,-2.945,-0.291,4
4,12,-2.008,-0.317,-2.996,-0.295,4
4,13,-2.045,-0.348,-3.872,-0.266,1
4,14,-2.040,-0.322,-3.098,-0.289,4
4,15,-2.189,-0.304,-2.892,-0.305,4
4,16,-2.054,-0.315,-5.242,-0.295,1
4,17,-1.916,-0.314,-3.211,-0.300,4
4,18,-1.842,-0.313,-3.581,-0.302,1
4,19,-2.076,-0.312,-2.309,-0.301,4
4,20,-2.085,-0.312,-2.957,-0.298,4
4,21,-1.753,-0.325,-4.076,-0.293,1
4,22,-1.819,-0.321,-3.202,-0.296,1
4,23,-1.956,-0.318,-3.658,-0.294,1
4,24,-1.839,-0.311,-4.336,-0.303,2
4,25,-1.979,-0.324,-3.280,-0.289,4
4,26,-2.071,-0.321,-4.340,-0.289,3
4,27,-1.847,-0.318,-2.439,-0.300,4
4,28,-2.039,-0.361,-2.774,-0.256,2
4,29,-1.972,-0.319,-2.739,-0.295,1
