user,video,delta,theta,alpha,beta,op
1,1,-2.295,-0.306,-2.876,-0.301,4
1,2,-2.210,-0.316,-2.910,-0.292,4
1,3,-2.206,-0.308,-3.671,-0.300,4
1,4,-2.581,-0.309,-2.592,-0.298,2
1,5,-2.262,-0.312,-2.780,-0.296,3
1,6,-2.167,-0.324,-2.659,-0.287,3
1,7,-2.061,-0.308,-2.790,-0.303,3
1,8,-2.209,-0.311,-3.929,-0.297,3
1,9,-2.296,-0.316,-3.565,-0.291,1
1,10,-2.287,-0.311,-2.481,-0.298,1
1,11,-2.517,-0.312,-2.625,-0.295,1
1,12,-2.292,-0.310,-3.768,-0.297,1
1,13,-2.171,-0.313,-2.650,-0.297,1
1,14,-2.510,-0.314,-3.784,-0.291,1
1,15,-2.629,-0.309,-2.401,-0.298,2
1,16,-2.139,-0.328,-3.252,-0.283,4
1,17,-2.172,-0.311,-2.593,-0.299,2
1,18,-2.160,-0.328,-4.249,-0.282,4
1,19,-2.194,-0.317,-2.919,-0.292,4
1,20,-2.136,-0.303,-2.348,-0.310,4
1,21,-2.275,-0.306,-3.009,-0.302,4
1,22,-2.191,-0.316,-2.488,-0.295,3
1,23,-2.356,-0.310,-2.664,-0.298,3
1,24,-2.172,-0.305,-4.052,-0.303,4
1,25,-2.154,-0.309,-2.304,-0.303,4
1,26,-2.338,-0.307,-3.032,-0.300,4
1,27,-2.257,-0.313,-2.933,-0.295,4
1,28,-2.301,-0.310,-2.485,-0.299,1
1,29,-2.354,-0.313,-2.335,-0.297,1
1,30,-2.125,-0.312,-2.627,-0.299,1
1,31,-2.184,-0.311,-2.304,-0.301,2
1,32,-2.339,-0.315,-3.086,-0.292,2
1,33,-2.354,-0.315,-2.679,-0.293,1
1,34,-2.391,-0.306,-4.902,-0.300,2
1,35,-1.939,-0.317,-3.179,-0.296,2
1,36,-1.772,-0.319,-3.094,-0.299,2
1,37,-2.350,-0.316,-2.764,-0.291,2
1,38,-2.324,-0.313,-3.640,-0.293,2
1,39,-2.055,-0.320,-1.967,-0.300,2
1,40,-2.336,-0.308,-2.521,-0.300,4
2,1,-1.993,-0.326,-3.246,-0.286,4
2,2,-1.966,-0.315,-3.831,-0.297,4
2,3,-1.882,-0.317,-2.283,-0.302,4
2,4,-1.744,-0.343,-2.133,-0.284,3
