user,video,delta,theta,alpha,beta,op
1,1,-2.636533,-0.3040624,-0.301,4
1,2,-2.277,-0.317,-2.096,-0.297,4
1,3,-2.403,-0.302,-2.560,-0.306,4
1,4,-2.428,-0.320,-2.188,-0.291,2
1,5,-2.284,-0.310,-3.712,-0.297,3
1,6,-2.431,-0.317,-2.177,-0.295,3
1,7,-2.229,-0.302,-2.647,-0.308,3
1,8,-2.577,-0.308,-3.614,-0.296,3
1,9,-2.565,-0.302,-2.864,-0.304,1
1,10,-2.340,-0.303,-2.410,-0.306,1
1,11,-2.383,-0.310,-3.643,-0.296,1
1,12,-2.391,-0.307,-3.856,-0.299,1
1,13,-2.416,-0.306,-2.541,-0.302,1
1,14,-2.405,-0.316,-3.160,-0.291,1
1,15,-2.408,-0.303,-2.506,-0.305,2
1,16,-2.305,-0.316,-2.688,-0.293,4
1,17,-2.250,-0.309,-2.890,-0.299,2
1,18,-2.265,-0.301,-2.685,-0.307,4
1,19,-2.239,-0.315,-2.450,-0.296,4
1,20,-2.342,-0.295,-2.548,-0.313,4
1,21,-2.285,-0.308,-4.538,-0.299,4
1,22,-2.482,-0.309,-2.967,-0.297,3
1,23,-2.436,-0.309,-3.148,-0.296,3
1,24,-2.470,-0.296,-3.966,-0.309,4
1,25,-2.387,-0.300,-3.256,-0.306,4
1,26,-2.353,-0.309,-3.766,-0.297,4
1,27,-2.517,-0.293,-2.850,-0.313,4
1,28,-2.407,-0.307,-2.832,-0.300,1
1,29,-2.356,-0.300,-4.311,-0.306,1
1,30,-2.356,-0.306,-3.801,-0.300,1
1,31,-2.257,-0.300,-2.330,-0.311,2
1,32,-2.401,-0.306,-2.764,-0.301,2
1,33,-2.157,-0.312,-2.752,-0.297,1
1,34,-2.390,-0.303,-2.524,-0.306,2
1,35,-2.328,-0.320,-1.765,-0.302,2
1,36,-2.060,-0.307,-2.564,-0.305,2
1,37,-2.318,-0.312,-3.169,-0.295,2
1,38,-2.377,-0.311,-2.138,-0.301,2
1,39,-2.316,-0.301,-3.239,-0.306,2
1,40,-2.394,-0.306,-3.236,-0.300,4
2,1,-1.991,-0.332,-3.385,-0.281,4
2,2,-1.980,-0.314,-4.074,-0.298,4
2,3,-1.841,-0.317,-2.222,-0.303,4
2,4,-1.754,-0.340,-2.131,-0.286,3
2,5,-1.884,-0.319,-2.650,-0.297,3
2,6,-1.902,-0.330,-2.873,-0.286,3
2,7,-1.954,-0.315,-2.672,-0.299,1
2,8,-2.134,-0.312,-3.186,-0.297,4
2,9,-1.992,-0.318,-2.825,-0.295,4
2,10,-1.917,-0.325,-2.006,-0.297,1
2,11,-1.907,-0.314,-2.785,-0.301,3
2,12,-2.065,-0.333,-3.730,-0.279,4
2,13,-1.960,-0.319,-2.196,-0.299,3
2,14,-1.771,-0.319,-2.160,-0.304,4
2,15,-1.763,-0.328,-4.005,-0.290,4
2,16,-2.005,-0.318,-1.945,-0.303,4
2,17,-1.977,-0.313,-3.364,-0.299,3
