user,video,delta,theta,alpha,beta,op
1,1,-2.207,-0.309,-2.172,-0.304,4
1,2,-2.351,-0.301,-2.412,-0.309,4
1,3,-2.635,-0.293,-3.635,-0.311,4
1,4,-2.415,-0.310,-2.095,-0.302,2
1,5,-2.218,-0.313,-2.311,-0.299,3
1,6,-2.379,-0.326,-2.086,-0.288,3
1,7,-2.466,-0.302,-2.446,-0.306,3
1,8,-2.386,-0.307,-3.946,-0.299,3
1,9,-2.495,-0.311,-2.764,-0.295,1
1,10,-2.416,-0.304,-2.799,-0.303,1
1,11,-2.789,-0.299,-2.457,-0.307,1
1,12,-2.562,-0.308,-3.934,-0.297,1
1,13,-2.376,-0.310,-2.215,-0.301,1
1,14,-2.656,-0.311,-2.867,-0.295,1
1,15,-2.644,-0.301,-2.436,-0.306,2
1,16,-2.338,-0.297,-3.240,-0.310,4
1,17,-2.397,-0.312,-2.982,-0.295,2
1,18,-2.152,-0.307,-3.237,-0.302,4
1,19,-2.452,-0.309,-3.569,-0.296,4
1,20,-2.258,-0.306,-2.239,-0.306,4
1,21,-2.369,-0.305,-2.859,-0.302,4
1,22,-2.340,-0.310,-2.717,-0.298,3
1,23,-2.292,-0.311,-2.870,-0.297,3
1,24,-2.401,-0.306,-2.768,-0.301,4
1,25,-2.308,-0.305,-2.450,-0.304,4
1,26,-2.639,-0.298,-2.561,-0.309,4
1,27,-2.535,-0.309,-2.327,-0.300,4
1,28,-2.505,-0.313,-2.049,-0.300,1
1,29,-2.467,-0.300,-1.854,-0.317,1
1,30,-2.416,-0.312,-2.407,-0.297,1
1,31,-2.493,-0.303,-2.441,-0.305,2
1,32,-2.611,-0.300,-3.098,-0.305,2
1,33,-2.557,-0.311,-2.976,-0.294,1
1,34,-2.576,-0.311,-2.556,-0.296,2
1,35,-2.310,-0.312,-2.154,-0.301,2
1,36,-2.431,-0.314,-2.281,-0.296,2
1,37,-2.340,-0.311,-2.228,-0.300,2
1,38,-2.425,-0.299,-3.218,-0.307,2
1,39,-2.272,-0.321,-1.546,-0.311,2
1,40,-2.397,-0.308,-3.165,-0.299,4
2,1,-2.005,-0.326,-3.250,-0.286,4
2,2,-1.961,-0.315,-4.526,-0.297,4
2,3,-1.897,-0.317,-2.313,-0.300,4
2,4,-1.749,-0.344,-2.095,-0.283,3
2,5,-1.885,-0.317,-2.781,-0.298,3
2,6,-1.869,-0.334,-2.723,-0.283,3
2,7,-1.965,-0.315,-2.752,-0.298,1
2,8,-2.106,-0.311,-3.002,-0.298,4
2,9,-1.958,-0.321,-2.882,-0.292,4
2,10,-1.942,-0.321,-2.021,-0.299,1
2,11,-1.924,-0.314,-2.906,-0.300,3
2,12,-2.047,-0.334,-3.646,-0.278,4
2,13,-1.954,-0.320,-2.103,-0.299,3
2,14,-1.795,-0.321,-2.223,-0.301,4
2,15,-1.774,-0.327,-3.828,-0.291,4
2,16,-2.003,-0.318,-1.937,-0.303,4
2,17,-2.019,-0.315,-3.355,-0.296,3
2,18,-1.902,-0.317,-3.264,-0.296,4
2,19,-2.006,-0.311,-3.872,-0.300,4
2,20,-1.924,-0.310,-4.743,-0.302,4
2,21,-2.033,-0.394,-2.828,-0.232,1
2,22,-2.124,-0.317,-3.107,-0.292,1
2,23,-1.870,-0.313,-3.204,-0.301,1
2,24,-1.912,-0.314,-3.202,-0.300,4
2,25,-1.900,-0.319,-3.409,-0.295,4
2,26,-1.896,-0.318,-2.678,-0.298,4
2,27,-2.033,-0.314,-5.178,-0.297,2
2,28,-1.996,-0.329,-3.316,-0.283,1
2,29,-1.937,-0.319,-2.286,-0.298,2
2,30,-1.949,-0.320,-2.980,-0.294,2
2,31,-1.949,-0.331,-2.753,-0.284,2
2,32,-2.101,-0.315,-3.330,-0.294,2
2,33,-2.056,-0.315,-3.202,-0.296,2
2,34,-1.946,-0.313,-3.210,-0.300,1
2,35,-1.891,-0.311,-2.370,-0.306,1
2,36,-1.719,-0.358,-2.904,-0.266,3
2,37,-1.813,-0.314,-3.361,-0.302,2
2,38,-1.987,-0.318,-4.576,-0.294,2
2,39,-2.154,-0.314,-3.674,-0.294,1
2,40,-1.947,-0.324,-2.376,-0.292,4
3,1,-1.840,-0.317,-2.295,-0.302,3
3,2,-1.854,-0.315,-4.110,-0.299,3
3,3,-1.869,-0.307,-3.887,-0.307,3
3,4,-1.671,-0.321,-1.998,-0.309,1
3,5,-1.839,-0.313,-2.843,-0.303,3
3,6,-1.994,-0.311,-3.762,-0.300,3
3,7,-1.968,-0.321,-4.048,-0.291,3
3,8,-2.102,-0.317,-3.269,-0.292,3
3,9,-2.233,-0.313,-3.402,-0.295,3
3,10,-1.974,-0.322,-3.325,-0.290,2
3,11,-2.027,-0.311,-3.615,-0.299,3
3,12,-2.104,-0.323,-2.264,-0.291,3
3,13,-1.703,-0.316,-4.104,-0.304,3
3,14,-1.721,-0.319,-2.586,-0.302,3
3,15,-1.878,-0.316,-3.658,-0.298,3
3,16,-1.835,-0.319,-2.608,-0.299,3
3,17,-1.819,-0.323,-2.851,-0.295,1
3,18,-1.955,-0.315,-3.139,-0.298,3
3,19,-1.997,-0.310,-3.292,-0.302,3
3,20,-1.873,-0.315,-2.395,-0.303,3
3,21,-2.004,-0.313,-3.451,-0.298,2
3,22,-1.935,-0.314,-3.554,-0.298,1
3,23,-1.879,-0.322,-4.099,-0.293,1
3,24,-1.802,-0.320,-3.457,-0.297,1
3,25,-1.888,-0.317,-3.129,-0.297,1
3,26,-1.907,-0.312,-3.496,-0.301,1
3,27,-1.938,-0.311,-4.699,-0.301,3
3,28,-1.979,-0.310,-2.027,-0.309,3
3,29,-1.865,-0.313,-2.866,-0.302,1
3,30,-1.850,-0.305,-3.231,-0.310,1
3,31,-1.983,-0.404,-2.730,-0.227,1
3,32,-1.888,-0.340,-2.262,-0.280,3
3,33,-2.350,-0.423,-2.629,-0.210,1
3,34,-1.798,-0.315,-3.536,-0.302,2
3,35,-2.074,-0.319,-2.708,-0.292,2
3,36,-2.159,-0.324,-2.444,-0.288,4
3,37,-1.958,-0.327,-2.154,-0.292,2
3,38,-2.025,-0.387,-3.419,-0.236,2
3,39,-1.647,-0.388,-1.144,-0.304,2
3,40,-1.703,-0.337,-2.150,-0.290,3
4,1,-2.180,-0.311,-5.265,-0.297,4
4,2,-2.146,-0.310,-4.652,-0.298,1
4,3,-2.142,-0.319,-2.275,-0.294,4
4,4,-1.946,-0.314,-3.826,-0.298,3
4,5,-2.225,-0.322,-3.004,-0.286,2
4,6,-2.309,-0.304,-4.016,-0.302,3
4,7,-2.149,-0.307,-3.721,-0.302,1
4,8,-2.013,-0.313,-4.089,-0.298,4
4,9,-2.126,-0.313,-3.564,-0.296,3
4,10,-2.018,-0.316,-2.587,-0.297,1
4,11,-1.849,-0.325,-2.938,-0.291,4
4,12,-1.997,-0.317,-2.964,-0.295,4
4,13,-2.045,-0.351,-3.972,-0.264,1
4,14,-2.040,-0.322,-3.218,-0.289,4
4,15,-2.152,-0.304,-2.867,-0.306,4
4,16,-2.047,-0.315,-4.824,-0.295,1
4,17,-1.916,-0.313,-3.196,-0.300,4
4,18,-1.836,-0.313,-3.737,-0.302,1
4,19,-2.060,-0.314,-2.260,-0.301,4
4,20,-2.075,-0.313,-2.889,-0.298,4
4,21,-1.752,-0.324,-3.894,-0.294,1
4,22,-1.825,-0.320,-3.317,-0.296,1
4,23,-1.949,-0.318,-3.551,-0.294,1
4,24,-1.818,-0.312,-4.163,-0.304,2
4,25,-1.955,-0.326,-3.210,-0.287,4
4,26,-2.086,-0.320,-4.244,-0.290,3
4,27,-1.850,-0.318,-2.373,-0.300,4
4,28,-2.007,-0.364,-2.768,-0.255,2
