user,video,delta,theta,alpha,beta,op
1,1,-2.415,-0.303,-2.718,-0.305,4
1,2,-2.461,-0.308,-2.835,-0.298,4
1,3,-2.550,-0.308,-2.535,-0.299,4
1,4,-2.292,-0.312,-3.135,-0.295,2
1,5,-2.348,-0.304,-2.587,-0.304,3
1,6,-2.381,-0.312,-2.695,-0.295,3
1,7,-2.508,-0.297,-2.368,-0.311,3
1,8,-2.649,-0.305,-3.340,-0.299,3
1,9,-2.785,-0.315,-3.285,-0.289,1
1,10,-2.308,-0.304,-2.245,-0.308,1
1,11,-2.424,-0.306,-3.300,-0.299,1
1,12,-2.497,-0.306,-3.697,-0.299,1
1,13,-2.368,-0.298,-2.921,-0.308,1
1,14,-2.631,-0.320,-2.772,-0.286,1
1,15,-2.440,-0.307,-2.218,-0.304,2
1,16,-2.309,-0.313,-3.278,-0.294,4
1,17,-2.372,-0.305,-2.655,-0.303,2
1,18,-2.228,-0.302,-2.683,-0.307,4
1,19,-2.464,-0.295,-2.721,-0.312,4
1,20,-2.349,-0.310,-2.689,-0.298,4
1,21,-2.210,-0.309,-2.308,-0.303,4
1,22,-2.299,-0.295,-3.998,-0.312,3
1,23,-2.417,-0.304,-2.590,-0.304,3
1,24,-2.499,-0.305,-2.541,-0.302,4
1,25,-2.464,-0.309,-4.234,-0.297,4
1,26,-2.553,-0.305,-3.322,-0.300,4
1,27,-2.469,-0.310,-2.201,-0.300,4
1,28,-2.415,-0.307,-2.426,-0.302,1
1,29,-2.199,-0.303,-2.460,-0.308,1
1,30,-2.450,-0.316,-2.243,-0.295,1
1,31,-2.254,-0.321,-1.976,-0.296,2
1,32,-2.413,-0.301,-2.680,-0.307,2
1,33,-2.434,-0.324,-2.073,-0.290,1
1,34,-2.538,-0.315,-2.954,-0.291,2
1,35,-2.332,-0.301,-2.575,-0.307,2
1,36,-2.104,-0.311,-3.521,-0.298,2
1,37,-2.523,-0.311,-2.604,-0.296,2
1,38,-2.471,-0.304,-2.217,-0.307,2
1,39,-2.295,-0.304,-2.656,-0.305,2
1,40,-2.337,-0.295,-2.798,-0.313,4
2,1,-2.002,-0.337,-3.129,-0.277,4
2,2,-1.978,-0.314,-3.698,-0.298,4
2,3,-1.842,-0.315,-2.352,-0.303,4
2,4,-1.767,-0.337,-2.153,-0.287,3
2,5,-1.891,-0.320,-2.530,-0.296,3
2,6,-1.921,-0.327,-2.859,-0.287,3
2,7,-1.930,-0.316,-2.781,-0.298,1
2,8,-2.147,-0.313,-3.092,-0.296,4
2,9,-2.022,-0.316,-2.770,-0.296,4
2,10,-1.898,-0.327,-1.958,-0.296,1
2,11,-1.894,-0.314,-2.776,-0.301,3
2,12,-2.064,-0.332,-3.426,-0.280,4
2,13,-1.961,-0.317,-2.342,-0.298,3
2,14,-1.759,-0.319,-2.114,-0.306,4
2,15,-1.769,-0.329,-3.931,-0.289,4
2,16,-1.998,-0.318,-1.920,-0.304,4
2,17,-1.963,-0.313,-3.271,-0.299,3
2,18,-1.819,-0.320,-2.977,-0.297,4
2,19,-1.987,-0.308,-3.904,-0.303,4
2,20,-1.960,-0.310,-3.913,-0.302,4
2,21,-2.028,-0.396,-2.611,-0.232,1
2,22,-2.110,-0.318,-3.018,-0.292,1
2,23,-1.823,-0.317,-2.901,-0.300,1
2,24,-1.923,-0.314,-3.138,-0.299,4
2,25,-1.824,-0.321,-3.351,-0.295,4
2,26,-1.912,-0.319,-2.607,-0.297,4
2,27,-2.020,-0.316,-5.040,-0.294,2
2,28,-1.992,-0.329,-3.070,-0.284,1
2,29,-1.925,-0.318,-2.306,-0.299,2
2,30,-1.965,-0.322,-3.029,-0.291,2
2,31,-1.898,-0.331,-2.571,-0.286,2
2,32,-2.084,-0.316,-3.371,-0.294,2
2,33,-2.047,-0.315,-3.248,-0.296,2
2,34,-2.000,-0.313,-4.349,-0.298,1
2,35,-1.850,-0.314,-2.382,-0.304,1
2,36,-1.741,-0.351,-2.782,-0.272,3
2,37,-1.827,-0.315,-3.166,-0.301,2
2,38,-2.001,-0.315,-5.006,-0.296,2
2,39,-2.190,-0.311,-3.871,-0.297,1
2,40,-1.999,-0.324,-2.278,-0.292,4
3,1,-1.859,-0.315,-2.427,-0.302,3
3,2,-1.842,-0.316,-4.189,-0.299,3
3,3,-1.852,-0.307,-4.132,-0.307,3
3,4,-1.654,-0.323,-2.108,-0.306,1
3,5,-1.841,-0.314,-2.943,-0.302,3
3,6,-2.008,-0.311,-3.732,-0.300,3
3,7,-1.992,-0.320,-4.089,-0.291,3
3,8,-2.094,-0.316,-2.927,-0.294,3
3,9,-2.260,-0.312,-3.745,-0.295,3
3,10,-1.960,-0.327,-3.856,-0.286,2
3,11,-2.061,-0.314,-4.561,-0.296,3
3,12,-2.048,-0.329,-2.187,-0.288,3
3,13,-1.703,-0.315,-3.615,-0.304,3
3,14,-1.727,-0.320,-2.712,-0.300,3
3,15,-1.858,-0.318,-3.776,-0.297,3
3,16,-1.827,-0.318,-2.601,-0.300,3
3,17,-1.798,-0.323,-2.868,-0.295,1
3,18,-1.975,-0.314,-3.319,-0.298,3
3,19,-2.003,-0.310,-3.824,-0.301,3
3,20,-1.799,-0.315,-2.369,-0.305,3
3,21,-2.019,-0.314,-3.974,-0.297,2
3,22,-1.957,-0.314,-3.641,-0.298,1
3,23,-1.887,-0.322,-4.057,-0.292,1
3,24,-1.787,-0.322,-3.263,-0.295,1
3,25,-1.889,-0.319,-3.240,-0.295,1
3,26,-1.893,-0.312,-3.574,-0.301,1
3,27,-1.922,-0.310,-4.357,-0.302,3
3,28,-1.895,-0.308,-2.154,-0.311,3
3,29,-1.886,-0.312,-3.203,-0.302,1
3,30,-1.831,-0.305,-3.513,-0.310,1
3,31,-2.032,-0.406,-3.002,-0.224,1
3,32,-1.905,-0.340,-2.220,-0.281,3
3,33,-2.349,-0.447,-2.706,-0.196,1
3,34,-1.795,-0.318,-3.106,-0.299,2
3,35,-2.065,-0.320,-2.474,-0.293,2
3,36,-2.138,-0.323,-2.414,-0.289,4
3,37,-1.940,-0.327,-2.112,-0.293,2
3,38,-1.961,-0.390,-3.200,-0.236,2
3,39,-1.596,-0.403,-1.083,-0.304,2
3,40,-1.706,-0.337,-2.236,-0.289,3
4,1,-2.175,-0.311,-4.757,-0.297,4
4,2,-2.283,-0.307,-4.165,-0.299,1
4,3,-2.147,-0.317,-2.384,-0.296,4
4,4,-1.960,-0.312,-4.010,-0.300,3
4,5,-2.191,-0.327,-2.694,-0.283,2
4,6,-2.312,-0.307,-3.349,-0.300,3
4,7,-2.148,-0.306,-3.786,-0.303,1
4,8,-2.049,-0.312,-4.386,-0.298,4
4,9,-2.129,-0.312,-3.111,-0.297,3
4,10,-2.003,-0.317,-2.672,-0.296,1
4,11,-1.822,-0.325,-3.161,-0.291,4
4,12,-2.035,-0.316,-2.956,-0.295,4
4,13,-2.066,-0.342,-4.706,-0.271,1
4,14,-2.051,-0.322,-3.087,-0.289,4
4,15,-2.257,-0.305,-2.913,-0.303,4
4,16,-2.084,-0.314,-4.587,-0.295,1
4,17,-1.938,-0.314,-3.492,-0.299,4
4,18,-1.870,-0.312,-4.451,-0.302,1
4,19,-2.096,-0.312,-2.273,-0.302,4
4,20,-2.111,-0.312,-3.035,-0.298,4
4,21,-1.790,-0.324,-4.775,-0.293,1
4,22,-1.827,-0.321,-3.283,-0.295,1
4,23,-2.024,-0.315,-3.445,-0.296,1
4,24,-1.877,-0.312,-3.779,-0.302,2
4,25,-2.024,-0.321,-3.339,-0.291,4
4,26,-2.067,-0.321,-4.152,-0.289,3
4,27,-1.867,-0.317,-2.570,-0.299,4
4,28,-1.987,-0.360,-3.325,-0.258,2
4,29,-1.987,-0.314,-3.222,-0.298,1
4,30,-1.903,-0.324,-2.688,-0.292,1
4,31,-1.694,-0.318,-1.996,-0.311,1
4,32,-1.981,-0.316,-3.114,-0.296,2
4,33,-2.004,-0.308,-3.614,-0.303,1
4,34,-2.209,-0.316,-2.275,-0.297,1
4,35,-1.936,-0.320,-4.631,-0.293,1
4,36,-1.715,-0.321,-2.952,-0.300,1
4,37,-1.966,-0.316,-4.672,-0.295,1
4,38,-1.961,-0.321,-3.416,-0.291,1
4,39,-2.133,-0.310,-4.177,-0.299,1
4,40,-2.088,-0.327,-3.146,-0.284,1
5,1,-2.016,-0.315,-3.780,-0.296,3
5,2,-1.886,-0.336,-4.019,-0.279,4
5,3,-1.951,-0.314,-3.439,-0.298,1
5,4,-2.039,-0.314,-4.081,-0.297,4
5,5,-2.069,-0.320,-3.474,-0.290,1
5,6,-1.962,-0.325,-2.639,-0.289,4
5,7,-1.970,-0.317,-2.444,-0.298,4
5,8,-1.766,-0.320,-3.818,-0.298,4
5,9,-1.973,-0.321,-3.004,-0.292,3
5,10,-1.924,-0.319,-3.613,-0.294,1
5,11,-1.882,-0.322,-3.069,-0.293,4
5,12,-1.922,-0.316,-2.897,-0.297,3
5,13,-2.141,-0.307,-3.125,-0.302,1
5,14,-2.043,-0.314,-3.298,-0.297,3
5,15,-2.004,-0.314,-3.928,-0.297,4
5,16,-1.976,-0.317,-3.938,-0.295,4
5,17,-1.875,-0.325,-3.739,-0.290,3
5,18,-1.801,-0.336,-2.325,-0.286,3
5,19,-2.078,-0.314,-3.700,-0.296,3
5,20,-1.832,-0.317,-3.374,-0.298,3
5,21,-1.932,-0.316,-3.628,-0.297,1
5,22,-2.030,-0.317,-2.985,-0.295,4
5,23,-1.944,-0.319,-4.096,-0.294,2
5,24,-1.872,-0.326,-3.943,-0.288,2
5,25,-1.905,-0.314,-4.413,-0.299,3
5,26,-1.817,-0.332,-3.177,-0.286,3
5,27,-1.949,-0.317,-2.752,-0.296,3
5,28,-1.853,-0.313,-2.883,-0.303,1
5,29,-1.993,-0.320,-3.125,-0.292,1
5,30,-1.991,-0.317,-3.045,-0.295,2
5,31,-2.115,-0.321,-4.518,-0.288,4
5,32,-1.738,-0.324,-2.749,-0.296,1
5,33,-1.943,-0.324,-4.050,-0.289,4
5,34,-1.887,-0.341,-2.865,-0.276,4
5,35,-1.994,-0.315,-3.318,-0.297,2
5,36,-1.922,-0.321,-3.059,-0.293,2
5,37,-2.024,-0.315,-3.230,-0.296,2
5,38,-1.788,-0.329,-2.300,-0.293,1
5,39,-1.989,-0.321,-3.633,-0.290,1
5,40,-1.902,-0.312,-2.809,-0.302,4
6,1,-2.358,-0.295,-2.968,-0.312,3
6,2,-2.486,-0.297,-3.441,-0.309,4
6,3,-2.294,-0.300,-3.298,-0.307,4
6,4,-2.211,-0.312,-2.533,-0.298,4
6,5,-2.230,-0.307,-2.613,-0.303,4
6,6,-2.192,-0.308,-2.393,-0.304,3
6,7,-1.883,-0.302,-3.033,-0.313,4
6,8,-2.167,-0.314,-2.278,-0.299,3
6,9,-2.258,-0.305,-2.873,-0.303,4
6,10,-2.127,-0.305,-4.583,-0.303,4
6,11,-2.103,-0.313,-2.462,-0.299,1
6,12,-2.117,-0.312,-2.520,-0.300,3
6,13,-2.191,-0.302,-3.652,-0.306,3
6,14,-2.456,-0.281,-2.536,-0.327,3
6,15,-2.163,-0.302,-4.232,-0.307,3
6,16,-2.179,-0.304,-2.467,-0.307,4
6,17,-2.285,-0.289,-3.669,-0.318,3
6,18,-2.211,-0.310,-2.822,-0.298,4
6,19,-2.268,-0.298,-2.712,-0.310,4
6,20,-2.183,-0.307,-3.024,-0.301,3
6,21,-2.187,-0.325,-2.057,-0.291,3
6,22,-2.260,-0.304,-2.370,-0.307,3
6,23,-2.243,-0.295,-2.716,-0.313,1
6,24,-2.280,-0.294,-3.138,-0.314,1
6,25,-2.178,-0.306,-3.694,-0.302,4
6,26,-2.108,-0.303,-2.529,-0.309,3
6,27,-2.249,-0.306,-2.870,-0.302,3
6,28,-2.306,-0.313,-2.326,-0.298,3
6,29,-2.226,-0.305,-3.414,-0.303,2
6,30,-2.294,-0.304,-2.811,-0.303,3
6,31,-2.398,-0.300,-3.282,-0.306,1
6,32,-2.184,-0.306,-2.048,-0.309,3
6,33,-2.369,-0.318,-1.808,-0.302,3
6,34,-1.914,-0.327,-1.762,-0.302,1
6,35,-2.069,-0.313,-2.847,-0.298,2
6,36,-2.213,-0.304,-3.200,-0.304,4
6,37,-2.131,-0.312,-2.531,-0.299,2
6,38,-2.213,-0.307,-2.411,-0.304,2
6,39,-2.003,-0.308,-2.718,-0.304,4
6,40,-2.119,-0.307,-2.426,-0.305,1
7,1,-2.047,-0.308,-2.047,-0.310,3
7,2,-2.210,-0.312,-3.209,-0.296,4
7,3,-2.163,-0.301,-2.224,-0.313,3
7,4,-2.201,-0.302,-2.261,-0.310,4
7,5,-2.447,-0.287,-3.515,-0.320,4
7,6,-2.377,-0.308,-2.259,-0.302,4
7,7,-2.365,-0.302,-2.669,-0.306,4
7,8,-2.396,-0.286,-3.311,-0.321,4
7,9,-2.268,-0.301,-3.401,-0.306,3
7,10,-2.261,-0.306,-2.693,-0.302,4
7,11,-2.371,-0.294,-3.302,-0.312,4
7,12,-2.424,-0.295,-3.704,-0.311,3
7,13,-2.149,-0.310,-2.077,-0.306,3
7,14,-2.447,-0.302,-3.300,-0.303,4
