user,video,delta,theta,alpha,beta,op
1,1,-2.554,-0.304,-3.291,-0.301,4
1,2,-2.522,-0.318,-2.877,-0.288,4
1,3,-2.544,-0.320,-2.695,-0.287,4
1,4,-2.673,-0.318,-4.408,-0.286,2
1,5,-2.434,-0.304,-3.026,-0.302,3
1,6,-2.296,-0.319,-2.068,-0.295,3
1,7,-2.195,-0.309,-2.909,-0.299,3
1,8,-2.758,-0.310,-3.259,-0.295,3
1,9,-2.846,-0.322,-3.343,-0.282,1
1,10,-2.592,-0.308,-2.881,-0.297,1
1,11,-2.499,-0.312,-4.073,-0.293,1
1,12,-2.653,-0.313,-3.449,-0.291,1
1,13,-2.297,-0.308,-3.529,-0.299,1
1,14,-3.107,-0.326,-3.341,-0.279,1
1,15,-2.782,-0.310,-2.567,-0.295,2
1,16,-2.375,-0.324,-3.077,-0.283,4
1,17,-2.455,-0.307,-3.778,-0.298,2
1,18,-2.371,-0.315,-3.386,-0.292,4
1,19,-2.347,-0.306,-3.196,-0.300,4
1,20,-2.281,-0.308,-2.974,-0.300,4
1,21,-2.410,-0.306,-3.241,-0.300,4
1,22,-2.373,-0.313,-3.500,-0.293,3
1,23,-2.636,-0.313,-2.932,-0.292,3
1,24,-2.402,-0.305,-2.311,-0.305,4
1,25,-2.599,-0.316,-3.381,-0.289,4
1,26,-2.489,-0.313,-3.409,-0.293,4
1,27,-2.407,-0.312,-3.408,-0.294,4
1,28,-2.496,-0.302,-3.792,-0.303,1
1,29,-2.473,-0.311,-3.592,-0.294,1
1,30,-2.424,-0.323,-2.253,-0.288,1
1,31,-2.257,-0.313,-2.830,-0.295,2
1,32,-2.531,-0.308,-2.601,-0.299,2
1,33,-2.543,-0.330,-2.856,-0.278,1
1,34,-2.553,-0.317,-3.139,-0.288,2
1,35,-2.139,-0.306,-3.161,-0.303,2
1,36,-2.083,-0.316,-3.354,-0.294,2
1,37,-2.857,-0.316,-3.598,-0.288,2
1,38,-2.602,-0.309,-4.262,-0.296,2
1,39,-2.342,-0.306,-3.027,-0.301,2
1,40,-2.480,-0.302,-2.753,-0.304,4
2,1,-2.002,-0.336,-3.134,-0.277,4
2,2,-2.003,-0.313,-3.627,-0.298,4
2,3,-1.832,-0.316,-2.425,-0.302,4
2,4,-1.792,-0.333,-2.163,-0.290,3
2,5,-1.885,-0.320,-2.571,-0.296,3
