user,video,delta,theta,alpha,beta,op
1,1,-2.330,-0.312,-2.444,-0.298,4
1,2,-2.304,-0.312,-2.235,-0.300,4
1,3,-2.327,-0.302,-2.690,-0.306,4
1,4,-2.380,-0.310,-2.350,-0.300,2
1,5,-2.401,-0.313,-2.683,-0.294,3
1,6,-2.583,-0.312,-2.560,-0.295,3
1,7,-2.330,-0.306,-2.772,-0.302,3
1,8,-2.402,-0.307,-3.038,-0.299,3
1,9,-2.480,-0.306,-2.446,-0.302,1
1,10,-2.350,-0.299,-3.775,-0.307,1
1,11,-2.434,-0.304,-3.487,-0.301,1
1,12,-2.506,-0.304,-3.566,-0.301,1
1,13,-2.339,-0.307,-2.294,-0.304,1
1,14,-2.320,-0.316,-2.712,-0.292,1
1,15,-2.457,-0.301,-2.330,-0.308,2
1,16,-2.342,-0.308,-2.156,-0.304,4
1,17,-2.432,-0.306,-3.268,-0.300,2
1,18,-2.404,-0.302,-4.017,-0.303,4
1,19,-2.343,-0.305,-3.895,-0.301,4
1,20,-2.241,-0.300,-2.589,-0.310,4
1,21,-2.479,-0.313,-2.472,-0.295,4
1,22,-2.363,-0.315,-3.692,-0.291,3
1,23,-2.473,-0.309,-3.015,-0.297,3
1,24,-2.257,-0.308,-2.447,-0.302,4
1,25,-2.312,-0.303,-2.677,-0.305,4
1,26,-2.314,-0.307,-2.528,-0.302,4
1,27,-2.308,-0.301,-2.169,-0.311,4
1,28,-2.512,-0.302,-3.306,-0.303,1
1,29,-2.312,-0.297,-2.806,-0.311,1
1,30,-2.251,-0.301,-2.971,-0.307,1
1,31,-2.667,-0.301,-2.663,-0.305,2
1,32,-2.399,-0.307,-3.428,-0.299,2
1,33,-2.127,-0.316,-2.181,-0.298,1
1,34,-2.388,-0.298,-3.007,-0.308,2
1,35,-2.436,-0.295,-2.772,-0.312,2
1,36,-2.288,-0.303,-2.720,-0.305,2
1,37,-2.388,-0.307,-2.441,-0.302,2
1,38,-2.172,-0.299,-2.658,-0.311,2
1,39,-2.335,-0.310,-2.586,-0.298,2
1,40,-2.331,-0.304,-3.322,-0.303,4
2,1,-1.993,-0.329,-3.208,-0.283,4
2,2,-1.964,-0.315,-3.960,-0.297,4
2,3,-1.845,-0.317,-2.354,-0.301,4
