user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,2.257,-1.039,4.458,2,2,4
1,1,2,16.081,-1.238,4.458,2,2,4
1,1,3,0.639,-0.489,4.458,2,2,4
1,1,4,3.119,-0.347,4.458,2,2,4
1,1,5,4.491,-1.921,4.458,2,2,4
1,1,6,1.996,-0.623,4.458,2,2,4
1,1,7,20.284,-2.347,4.458,2,2,4
1,1,8,2.383,-1.501,4.458,2,2,4
1,1,9,20.628,-1.115,4.458,2,2,4
1,1,10,13.694,-2.051,4.458,2,2,4
1,2,1,8.088,-3.465,4.458,2,2,4
1,2,2,26.189,-1.940,4.458,2,2,4
1,2,3,10.574,-1.435,4.458,2,2,4
1,2,4,3.974,-1.561,4.458,2,2,4
1,2,5,14.105,-2.598,4.458,2,2,4
1,2,6,2.936,-2.179,4.458,2,2,4
1,2,7,3.916,-0.708,4.458,2,2,4
1,2,8,2.122,-1.078,4.458,2,2,4
1,2,9,22.426,-1.491,4.458,2,2,4
1,2,10,10.959,-1.517,4.458,2,2,4
1,3,1,21.606,-1.282,4.458,2,2,4
1,3,2,6.932,-1.757,4.458,2,2,4
1,3,3,18.081,-1.318,4.458,2,2,4
1,3,4,7.187,-1.903,4.458,2,2,4
1,3,5,4.379,-2.143,4.458,2,2,4
1,3,6,1.350,-0.698,4.458,2,2,4
1,3,7,16.581,-1.476,4.458,2,2,4
1,3,8,19.129,-2.140,4.458,2,2,4
1,3,9,13.835,-0.824,4.458,2,2,4
1,3,10,24.230,-2.677,4.458,2,2,4
1,4,1,39.899,-1.807,4.458,1,2,2
1,4,2,12.244,-0.996,4.458,1,2,2
1,4,3,7.133,-0.630,4.458,1,2,2
1,4,4,24.778,-1.559,4.458,1,2,2
1,4,5,12.197,-3.383,4.458,1,2,2
1,4,6,33.399,-1.596,4.458,1,2,2
1,4,7,16.224,-1.913,4.458,1,2,2
1,4,8,18.999,-1.492,4.458,1,2,2
1,4,9,2.786,-0.792,4.458,1,2,2
1,4,10,23.195,-1.764,4.458,1,2,2
1,5,1,41.247,-2.911,4.458,2,1,3
1,5,2,17.660,-4.081,4.458,2,1,3
1,5,3,13.892,-2.070,4.458,2,1,3
1,5,4,61.369,-3.586,4.458,2,1,3
1,5,5,31.507,-1.492,4.458,2,1,3
1,5,6,10.815,-1.034,4.458,2,1,3
1,5,7,30.119,-2.185,4.458,2,1,3
1,5,8,1.566,-0.524,4.458,2,1,3
1,5,9,5.581,-1.073,4.458,2,1,3
1,5,10,7.902,-1.615,4.458,2,1,3
1,6,1,1.030,-0.893,4.458,2,1,3
1,6,2,6.657,-0.821,4.458,2,1,3
1,6,3,13.655,-2.333,4.458,2,1,3
1,6,4,1.127,-1.068,4.458,2,1,3
1,6,5,19.073,-1.024,4.458,2,1,3
1,6,6,22.495,-3.036,4.458,2,1,3
1,6,7,32.509,-2.543,4.458,2,1,3
1,6,8,12.572,-1.847,4.458,2,1,3
1,6,9,24.559,-2.654,4.458,2,1,3
1,6,10,15.514,-1.103,4.458,2,1,3
1,7,1,65.016,-1.504,4.458,2,1,3
1,7,2,53.519,-2.509,4.458,2,1,3
1,7,3,0.437,-1.492,4.458,2,1,3
1,7,4,1.809,-1.375,4.458,2,1,3
1,7,5,20.645,-1.083,4.458,2,1,3
1,7,6,4.294,-1.143,4.458,2,1,3
1,7,7,12.902,-1.007,4.458,2,1,3
1,7,8,4.933,-0.960,4.458,2,1,3
1,7,9,11.163,-0.974,4.458,2,1,3
1,7,10,0.704,-1.837,4.458,2,1,3
1,8,1,51.227,-1.973,4.458,2,1,3
1,8,2,35.500,-1.448,4.458,2,1,3
1,8,3,18.206,-2.731,4.458,2,1,3
1,8,4,12.180,-3.453,4.458,2,1,3
1,8,5,20.028,-1.880,4.458,2,1,3
1,8,6,46.805,-2.525,4.458,2,1,3
1,8,7,0.102,-0.911,4.458,2,1,3
1,8,8,9.684,-1.132,4.458,2,1,3
1,8,9,1.085,-0.893,4.458,2,1,3
1,8,10,8.541,-0.605,4.458,2,1,3
1,9,1,14.028,-1.302,4.458,1,1,1
1,9,2,3.516,-1.364,4.458,1,1,1
1,9,3,54.656,-2.500,4.458,1,1,1
1,9,4,5.875,-1.287,4.458,1,1,1
1,9,5,45.234,-2.292,4.458,1,1,1
1,9,6,13.715,-1.839,4.458,1,1,1
1,9,7,25.327,-1.464,4.458,1,1,1
1,9,8,5.963,-1.422,4.458,1,1,1
1,9,9,9.429,-1.893,4.458,1,1,1
1,9,10,44.368,-1.858,4.458,1,1,1
1,10,1,12.096,-1.673,4.458,1,1,1
1,10,2,49.417,-2.062,4.458,1,1,1
1,10,3,5.598,-0.937,4.458,1,1,1
1,10,4,0.693,-0.689,4.458,1,1,1
1,10,5,26.717,-1.177,4.458,1,1,1
1,10,6,14.551,-1.467,4.458,1,1,1
1,10,7,12.413,-1.670,4.458,1,1,1
