user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,18.681,-1.568,4.458,2,2,4
1,1,2,0.864,-0.282,4.458,2,2,4
1,1,3,6.614,-2.141,4.458,2,2,4
1,1,4,6.499,-0.756,4.458,2,2,4
1,1,5,13.362,-1.465,4.458,2,2,4
1,1,6,2.669,-0.802,4.458,2,2,4
1,1,7,10.894,-0.766,4.458,2,2,4
1,1,8,3.110,-1.362,4.458,2,2,4
1,1,9,4.879,-0.476,4.458,2,2,4
1,1,10,4.855,-1.100,4.458,2,2,4
1,2,1,28.598,-1.662,4.458,2,2,4
1,2,2,6.710,-1.898,4.458,2,2,4
1,2,3,48.879,-2.392,4.458,2,2,4
1,2,4,29.502,-2.315,4.458,2,2,4
1,2,5,6.190,-1.833,4.458,2,2,4
1,2,6,16.134,-1.369,4.458,2,2,4
1,2,7,6.068,-1.310,4.458,2,2,4
1,2,8,2.419,-0.917,4.458,2,2,4
1,2,9,35.384,-2.110,4.458,2,2,4
1,2,10,7.935,-1.366,4.458,2,2,4
1,3,1,16.357,-1.021,4.458,2,2,4
1,3,2,2.861,-1.501,4.458,2,2,4
1,3,3,22.810,-1.616,4.458,2,2,4
1,3,4,6.074,-2.235,4.458,2,2,4
1,3,5,2.397,-2.625,4.458,2,2,4
1,3,6,14.225,-0.952,4.458,2,2,4
1,3,7,6.060,-1.262,4.458,2,2,4
1,3,8,9.159,-0.875,4.458,2,2,4
1,3,9,4.434,-1.514,4.458,2,2,4
1,3,10,57.010,-2.563,4.458,2,2,4
1,4,1,25.364,-1.520,4.458,1,2,2
1,4,2,18.586,-1.477,4.458,1,2,2
1,4,3,11.048,-1.667,4.458,1,2,2
1,4,4,1.391,-0.711,4.458,1,2,2
1,4,5,30.948,-2.461,4.458,1,2,2
1,4,6,11.757,-0.856,4.458,1,2,2
1,4,7,6.221,-2.523,4.458,1,2,2
1,4,8,18.044,-1.521,4.458,1,2,2
1,4,9,21.257,-1.573,4.458,1,2,2
1,4,10,21.338,-1.084,4.458,1,2,2
1,5,1,32.253,-1.716,4.458,2,1,3
1,5,2,10.824,-0.806,4.458,2,1,3
1,5,3,24.364,-1.946,4.458,2,1,3
1,5,4,2.648,-1.673,4.458,2,1,3
1,5,5,32.168,-1.679,4.458,2,1,3
1,5,6,22.105,-1.335,4.458,2,1,3
1,5,7,15.933,-1.894,4.458,2,1,3
1,5,8,0.363,-0.620,4.458,2,1,3
1,5,9,6.056,-1.099,4.458,2,1,3
1,5,10,25.158,-1.254,4.458,2,1,3
1,6,1,0.872,-1.431,4.458,2,1,3
1,6,2,0.774,-0.481,4.458,2,1,3
1,6,3,10.364,-0.560,4.458,2,1,3
1,6,4,3.238,-0.841,4.458,2,1,3
1,6,5,3.886,-1.350,4.458,2,1,3
1,6,6,7.343,-1.054,4.458,2,1,3
1,6,7,11.790,-0.980,4.458,2,1,3
1,6,8,18.731,-1.857,4.458,2,1,3
1,6,9,20.960,-3.074,4.458,2,1,3
1,6,10,19.038,-1.090,4.458,2,1,3
1,7,1,1.734,-2.741,4.458,2,1,3
1,7,2,17.920,-1.305,4.458,2,1,3
1,7,3,12.886,-1.534,4.458,2,1,3
1,7,4,3.969,-2.303,4.458,2,1,3
1,7,5,49.748,-2.063,4.458,2,1,3
1,7,6,31.801,-1.602,4.458,2,1,3
1,7,7,0.842,-0.470,4.458,2,1,3
1,7,8,8.845,-2.087,4.458,2,1,3
1,7,9,27.911,-1.872,4.458,2,1,3
1,7,10,13.172,-1.047,4.458,2,1,3
1,8,1,61.827,-2.318,4.458,2,1,3
1,8,2,42.077,-1.929,4.458,2,1,3
1,8,3,36.540,-2.800,4.458,2,1,3
1,8,4,6.075,-1.880,4.458,2,1,3
1,8,5,44.311,-1.752,4.458,2,1,3
1,8,6,16.838,-1.774,4.458,2,1,3
1,8,7,25.613,-1.351,4.458,2,1,3
1,8,8,1.417,-2.312,4.458,2,1,3
1,8,9,7.857,-2.458,4.458,2,1,3
1,8,10,41.089,-2.338,4.458,2,1,3
1,9,1,1.644,-1.838,4.458,1,1,1
1,9,2,0.936,-2.264,4.458,1,1,1
1,9,3,50.227,-2.734,4.458,1,1,1
1,9,4,27.058,-1.485,4.458,1,1,1
1,9,5,11.302,-2.157,4.458,1,1,1
1,9,6,31.519,-1.938,4.458,1,1,1
1,9,7,14.170,-1.013,4.458,1,1,1
1,9,8,10.806,-1.640,4.458,1,1,1
1,9,9,7.353,-1.529,4.458,1,1,1
1,9,10,0.460,-0.549,4.458,1,1,1
1,10,1,21.881,-3.423,4.458,1,1,1
1,10,2,31.976,-1.767,4.458,1,1,1
1,10,3,0.838,-1.583,4.458,1,1,1
1,10,4,3.228,-0.390,4.458,1,1,1
1,10,5,3.806,-0.700,4.458,1,1,1
1,10,6,5.518,-1.047,4.458,1,1,1
1,10,7,6.976,-0.752,4.458,1,1,1
1,10,8,8.133,-1.824,4.458,1,1,1
1,10,9,11.226,-1.681,4.458,1,1,1
1,10,10,23.724,-2.217,4.458,1,1,1
1,11,1,2.871,-1.760,4.458,1,1,1
1,11,2,10.596,-2.108,4.458,1,1,1
1,11,3,48.545,-3.577,4.458,1,1,1
1,11,4,31.372,-3.281,4.458,1,1,1
1,11,5,5.843,-0.679,4.458,1,1,1
1,11,6,16.021,-1.553,4.458,1,1,1
1,11,7,5.589,-1.016,4.458,1,1,1
1,11,8,0.408,-0.684,4.458,1,1,1
1,11,9,6.730,-1.023,4.458,1,1,1
1,11,10,54.818,-2.640,4.458,1,1,1
1,12,1,22.190,-1.971,4.458,1,1,1
1,12,2,4.148,-1.729,4.458,1,1,1
1,12,3,9.304,-2.143,4.458,1,1,1
1,12,4,40.913,-2.248,4.458,1,1,1
1,12,5,53.962,-2.823,4.458,1,1,1
1,12,6,11.995,-1.961,4.458,1,1,1
1,12,7,0.267,-0.611,4.458,1,1,1
1,12,8,5.017,-2.329,4.458,1,1,1
1,12,9,24.806,-1.320,4.458,1,1,1
1,12,10,16.782,-1.248,4.458,1,1,1
1,13,1,21.048,-1.480,4.458,1,1,1
1,13,2,5.812,-1.417,4.458,1,1,1
1,13,3,17.605,-1.954,4.458,1,1,1
1,13,4,2.403,-1.041,4.458,1,1,1
1,13,5,21.147,-2.854,4.458,1,1,1
1,13,6,53.335,-3.560,4.458,1,1,1
1,13,7,4.182,-2.913,4.458,1,1,1
1,13,8,27.027,-2.759,4.458,1,1,1
1,13,9,1.662,-1.194,4.458,1,1,1
1,13,10,11.552,-0.832,4.458,1,1,1
1,14,1,4.533,-2.131,4.458,1,1,1
1,14,2,5.315,-0.930,4.458,1,1,1
1,14,3,14.959,-1.943,4.458,1,1,1
1,14,4,8.037,-1.667,4.458,1,1,1
1,14,5,21.249,-1.896,4.458,1,1,1
1,14,6,0.827,-2.318,4.458,1,1,1
1,14,7,6.974,-1.427,4.458,1,1,1
1,14,8,9.387,-1.452,4.458,1,1,1
1,14,9,1.887,-0.461,4.458,1,1,1
1,14,10,0.332,-0.639,4.458,1,1,1
1,15,1,2.568,-1.520,4.458,1,2,2
1,15,2,14.801,-1.195,4.458,1,2,2
1,15,3,1.475,-1.240,4.458,1,2,2
1,15,4,53.670,-2.880,4.458,1,2,2
1,15,5,27.902,-3.993,4.458,1,2,2
1,15,6,16.736,-1.649,4.458,1,2,2
1,15,7,0.912,-2.666,4.458,1,2,2
1,15,8,37.177,-2.988,4.458,1,2,2
1,15,9,29.999,-2.279,4.458,1,2,2
1,15,10,17.579,-2.276,4.458,1,2,2
1,16,1,7.349,-0.716,4.458,2,2,4
1,16,2,3.408,-1.602,4.458,2,2,4
1,16,3,12.097,-1.662,4.458,2,2,4
1,16,4,21.997,-2.408,4.458,2,2,4
1,16,5,11.936,-2.304,4.458,2,2,4
1,16,6,56.669,-3.114,4.458,2,2,4
1,16,7,2.939,-1.326,4.458,2,2,4
1,16,8,11.787,-1.434,4.458,2,2,4
1,16,9,6.496,-1.002,4.458,2,2,4
1,16,10,2.208,-0.791,4.458,2,2,4
1,17,1,0.185,-0.661,4.458,1,2,2
1,17,2,17.105,-2.444,4.458,1,2,2
1,17,3,0.191,-2.067,4.458,1,2,2
1,17,4,39.038,-1.814,4.458,1,2,2
1,17,5,7.031,-2.464,4.458,1,2,2
1,17,6,7.932,-0.769,4.458,1,2,2
1,17,7,7.158,-2.227,4.458,1,2,2
1,17,8,20.748,-0.951,4.458,1,2,2
1,17,9,7.642,-1.846,4.458,1,2,2
1,17,10,1.929,-1.973,4.458,1,2,2
1,18,1,12.441,-1.832,4.458,2,2,4
1,18,2,49.428,-2.187,4.458,2,2,4
1,18,3,1.255,-0.450,4.458,2,2,4
1,18,4,5.254,-1.022,4.458,2,2,4
1,18,5,0.666,-2.985,4.458,2,2,4
1,18,6,3.516,-1.011,4.458,2,2,4
1,18,7,7.855,-1.254,4.458,2,2,4
1,18,8,3.395,-1.741,4.458,2,2,4
1,18,9,13.950,-3.245,4.458,2,2,4
1,18,10,4.301,-1.883,4.458,2,2,4
1,19,1,11.262,-1.578,4.458,2,2,4
1,19,2,7.119,-2.749,4.458,2,2,4
1,19,3,21.723,-2.404,4.458,2,2,4
1,19,4,13.670,-1.033,4.458,2,2,4
1,19,5,1.030,-0.582,4.458,2,2,4
1,19,6,10.416,-1.565,4.458,2,2,4
1,19,7,4.319,-1.697,4.458,2,2,4
1,19,8,19.999,-1.277,4.458,2,2,4
1,19,9,9.888,-2.158,4.458,2,2,4
1,19,10,10.578,-0.851,4.458,2,2,4
1,20,1,17.548,-2.810,4.458,2,2,4
1,20,2,49.512,-1.690,4.458,2,2,4
1,20,3,5.168,-0.720,4.458,2,2,4
1,20,4,6.031,-0.848,4.458,2,2,4
1,20,5,0.237,-1.100,4.458,2,2,4
1,20,6,6.943,-1.075,4.458,2,2,4
1,20,7,0.981,-1.515,4.458,2,2,4
1,20,8,32.683,-3.069,4.458,2,2,4
1,20,9,13.972,-2.981,4.458,2,2,4
1,20,10,44.595,-1.957,4.458,2,2,4
1,21,1,7.300,-1.728,4.458,2,2,4
1,21,2,16.818,-1.823,4.458,2,2,4
1,21,3,0.663,-0.875,4.458,2,2,4
1,21,4,23.967,-1.432,4.458,2,2,4
1,21,5,7.330,-0.842,4.458,2,2,4
1,21,6,15.862,-1.331,4.458,2,2,4
1,21,7,35.197,-2.127,4.458,2,2,4
1,21,8,5.652,-2.645,4.458,2,2,4
1,21,9,7.389,-1.350,4.458,2,2,4
1,21,10,21.671,-1.196,4.458,2,2,4
