user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,18.788,-2.863,4.458,2,2,4
1,1,2,1.500,-0.271,4.458,2,2,4
1,1,3,2.213,-1.166,4.458,2,2,4
1,1,4,2.999,-2.569,4.458,2,2,4
1,1,5,22.152,-2.298,4.458,2,2,4
1,1,6,10.983,-1.440,4.458,2,2,4
1,1,7,33.725,-1.456,4.458,2,2,4
1,1,8,2.074,-1.101,4.458,2,2,4
1,1,9,9.362,-0.858,4.458,2,2,4
1,1,10,5.629,-1.447,4.458,2,2,4
1,2,1,5.813,-1.882,4.458,2,2,4
1,2,2,16.881,-2.389,4.458,2,2,4
1,2,3,30.126,-1.874,4.458,2,2,4
1,2,4,10.205,-1.616,4.458,2,2,4
1,2,5,14.343,-1.515,4.458,2,2,4
1,2,6,27.887,-2.087,4.458,2,2,4
1,2,7,1.845,-1.992,4.458,2,2,4
1,2,8,1.578,-0.817,4.458,2,2,4
1,2,9,11.589,-1.200,4.458,2,2,4
1,2,10,15.788,-1.494,4.458,2,2,4
1,3,1,1.226,-0.632,4.458,2,2,4
1,3,2,3.505,-1.066,4.458,2,2,4
1,3,3,1.739,-0.459,4.458,2,2,4
1,3,4,3.491,-0.998,4.458,2,2,4
1,3,5,6.242,-0.425,4.458,2,2,4
1,3,6,4.580,-0.531,4.458,2,2,4
1,3,7,6.568,-2.498,4.458,2,2,4
1,3,8,7.130,-0.922,4.458,2,2,4
1,3,9,4.061,-1.230,4.458,2,2,4
1,3,10,28.005,-1.776,4.458,2,2,4
1,4,1,2.042,-0.429,4.458,1,2,2
1,4,2,17.214,-1.463,4.458,1,2,2
1,4,3,0.272,-0.499,4.458,1,2,2
1,4,4,8.820,-2.616,4.458,1,2,2
1,4,5,38.643,-2.507,4.458,1,2,2
1,4,6,3.913,-0.315,4.458,1,2,2
1,4,7,6.332,-0.878,4.458,1,2,2
1,4,8,0.643,-2.474,4.458,1,2,2
1,4,9,74.179,-2.040,4.458,1,2,2
1,4,10,20.080,-2.378,4.458,1,2,2
1,5,1,34.370,-2.138,4.458,2,1,3
1,5,2,10.410,-3.582,4.458,2,1,3
1,5,3,13.157,-1.497,4.458,2,1,3
1,5,4,40.526,-2.686,4.458,2,1,3
1,5,5,24.057,-1.342,4.458,2,1,3
1,5,6,3.640,-1.829,4.458,2,1,3
1,5,7,4.370,-1.712,4.458,2,1,3
1,5,8,1.039,-0.771,4.458,2,1,3
1,5,9,9.548,-0.935,4.458,2,1,3
1,5,10,14.840,-0.933,4.458,2,1,3
1,6,1,5.090,-0.988,4.458,2,1,3
1,6,2,11.391,-1.825,4.458,2,1,3
1,6,3,7.967,-0.764,4.458,2,1,3
1,6,4,6.742,-1.460,4.458,2,1,3
1,6,5,1.415,-1.397,4.458,2,1,3
1,6,6,12.034,-2.025,4.458,2,1,3
1,6,7,1.486,-2.435,4.458,2,1,3
1,6,8,8.108,-1.705,4.458,2,1,3
1,6,9,0.962,-1.989,4.458,2,1,3
1,6,10,16.919,-1.354,4.458,2,1,3
1,7,1,54.697,-3.273,4.458,2,1,3
1,7,2,4.638,-1.296,4.458,2,1,3
1,7,3,5.859,-0.439,4.458,2,1,3
1,7,4,9.533,-1.622,4.458,2,1,3
1,7,5,33.888,-2.137,4.458,2,1,3
1,7,6,3.998,-0.800,4.458,2,1,3
1,7,7,3.082,-0.642,4.458,2,1,3
1,7,8,12.736,-1.760,4.458,2,1,3
1,7,9,2.211,-0.976,4.458,2,1,3
1,7,10,34.266,-2.607,4.458,2,1,3
1,8,1,53.998,-2.357,4.458,2,1,3
1,8,2,52.816,-2.488,4.458,2,1,3
1,8,3,41.637,-2.052,4.458,2,1,3
1,8,4,5.471,-1.218,4.458,2,1,3
1,8,5,25.939,-1.291,4.458,2,1,3
1,8,6,30.100,-2.874,4.458,2,1,3
1,8,7,33.905,-1.443,4.458,2,1,3
1,8,8,13.398,-1.246,4.458,2,1,3
1,8,9,13.739,-2.445,4.458,2,1,3
1,8,10,32.913,-1.968,4.458,2,1,3
1,9,1,26.261,-1.692,4.458,1,1,1
1,9,2,3.109,-2.883,4.458,1,1,1
1,9,3,50.529,-2.408,4.458,1,1,1
1,9,4,26.207,-2.360,4.458,1,1,1
1,9,5,8.190,-2.145,4.458,1,1,1
1,9,6,5.400,-0.367,4.458,1,1,1
1,9,7,28.164,-2.054,4.458,1,1,1
1,9,8,26.483,-1.443,4.458,1,1,1
1,9,9,3.960,-1.052,4.458,1,1,1
1,9,10,48.870,-2.100,4.458,1,1,1
1,10,1,15.036,-2.960,4.458,1,1,1
1,10,2,44.261,-1.911,4.458,1,1,1
1,10,3,2.279,-1.227,4.458,1,1,1
1,10,4,10.094,-0.955,4.458,1,1,1
1,10,5,17.414,-1.010,4.458,1,1,1
1,10,6,10.211,-2.107,4.458,1,1,1
1,10,7,24.812,-1.375,4.458,1,1,1
1,10,8,5.567,-1.690,4.458,1,1,1
1,10,9,9.763,-1.633,4.458,1,1,1
1,10,10,12.130,-2.212,4.458,1,1,1
1,11,1,0.556,-1.072,4.458,1,1,1
1,11,2,0.765,-0.725,4.458,1,1,1
1,11,3,28.200,-1.749,4.458,1,1,1
1,11,4,39.354,-2.661,4.458,1,1,1
1,11,5,5.354,-0.774,4.458,1,1,1
1,11,6,1.029,-1.480,4.458,1,1,1
1,11,7,48.992,-1.956,4.458,1,1,1
1,11,8,2.424,-1.252,4.458,1,1,1
1,11,9,25.721,-1.653,4.458,1,1,1
1,11,10,8.591,-2.070,4.458,1,1,1
1,12,1,42.464,-3.157,4.458,1,1,1
1,12,2,35.203,-3.336,4.458,1,1,1
1,12,3,7.608,-1.177,4.458,1,1,1
1,12,4,40.730,-2.382,4.458,1,1,1
1,12,5,47.952,-2.189,4.458,1,1,1
1,12,6,33.727,-3.036,4.458,1,1,1
1,12,7,8.462,-0.513,4.458,1,1,1
1,12,8,13.170,-2.284,4.458,1,1,1
1,12,9,13.713,-0.875,4.458,1,1,1
1,12,10,10.391,-2.086,4.458,1,1,1
1,13,1,36.120,-1.761,4.458,1,1,1
1,13,2,27.387,-1.371,4.458,1,1,1
1,13,3,4.434,-2.085,4.458,1,1,1
1,13,4,2.696,-0.834,4.458,1,1,1
1,13,5,30.863,-2.434,4.458,1,1,1
1,13,6,30.988,-3.479,4.458,1,1,1
1,13,7,6.956,-1.747,4.458,1,1,1
1,13,8,18.695,-2.751,4.458,1,1,1
1,13,9,6.074,-2.026,4.458,1,1,1
1,13,10,28.378,-1.081,4.458,1,1,1
1,14,1,9.234,-2.191,4.458,1,1,1
1,14,2,27.031,-1.860,4.458,1,1,1
1,14,3,1.861,-1.514,4.458,1,1,1
1,14,4,16.379,-2.641,4.458,1,1,1
1,14,5,48.504,-2.921,4.458,1,1,1
1,14,6,2.587,-1.304,4.458,1,1,1
1,14,7,2.941,-2.298,4.458,1,1,1
