user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,23.703,-1.621,4.458,2,2,4
1,1,2,7.564,-0.879,4.458,2,2,4
1,1,3,11.559,-1.801,4.458,2,2,4
1,1,4,5.023,-1.229,4.458,2,2,4
1,1,5,28.688,-2.796,4.458,2,2,4
1,1,6,11.552,-1.233,4.458,2,2,4
1,1,7,15.529,-1.718,4.458,2,2,4
1,1,8,3.251,-0.966,4.458,2,2,4
1,1,9,8.363,-1.273,4.458,2,2,4
1,1,10,28.363,-1.348,4.458,2,2,4
1,2,1,6.447,-0.981,4.458,2,2,4
1,2,2,0.812,-0.320,4.458,2,2,4
1,2,3,3.560,-0.848,4.458,2,2,4
1,2,4,1.237,-0.704,4.458,2,2,4
1,2,5,12.335,-2.103,4.458,2,2,4
1,2,6,11.075,-2.461,4.458,2,2,4
1,2,7,3.785,-2.569,4.458,2,2,4
1,2,8,5.627,-1.201,4.458,2,2,4
1,2,9,4.378,-1.961,4.458,2,2,4
1,2,10,11.720,-1.869,4.458,2,2,4
1,3,1,4.084,-1.461,4.458,2,2,4
1,3,2,2.045,-0.514,4.458,2,2,4
1,3,3,6.737,-1.211,4.458,2,2,4
1,3,4,3.685,-1.084,4.458,2,2,4
1,3,5,20.407,-1.715,4.458,2,2,4
1,3,6,28.732,-1.652,4.458,2,2,4
1,3,7,4.313,-1.214,4.458,2,2,4
1,3,8,20.160,-1.741,4.458,2,2,4
1,3,9,2.703,-1.769,4.458,2,2,4
1,3,10,12.848,-1.713,4.458,2,2,4
1,4,1,8.417,-2.146,4.458,1,2,2
1,4,2,1.225,-0.458,4.458,1,2,2
1,4,3,5.722,-0.764,4.458,1,2,2
1,4,4,1.384,-0.781,4.458,1,2,2
1,4,5,21.790,-1.352,4.458,1,2,2
1,4,6,10.953,-1.022,4.458,1,2,2
1,4,7,5.485,-1.343,4.458,1,2,2
1,4,8,6.548,-1.535,4.458,1,2,2
1,4,9,40.314,-1.780,4.458,1,2,2
1,4,10,0.768,-0.929,4.458,1,2,2
1,5,1,29.671,-3.238,4.458,2,1,3
1,5,2,12.310,-4.297,4.458,2,1,3
1,5,3,15.468,-2.546,4.458,2,1,3
1,5,4,38.936,-2.508,4.458,2,1,3
1,5,5,0.698,-0.314,4.458,2,1,3
1,5,6,30.251,-1.913,4.458,2,1,3
1,5,7,0.461,-1.676,4.458,2,1,3
1,5,8,11.059,-0.870,4.458,2,1,3
1,5,9,1.875,-0.465,4.458,2,1,3
1,5,10,18.907,-2.830,4.458,2,1,3
1,6,1,5.734,-1.514,4.458,2,1,3
1,6,2,1.451,-0.680,4.458,2,1,3
1,6,3,12.406,-1.552,4.458,2,1,3
1,6,4,7.168,-2.651,4.458,2,1,3
1,6,5,19.236,-2.644,4.458,2,1,3
1,6,6,21.474,-3.213,4.458,2,1,3
1,6,7,36.697,-3.303,4.458,2,1,3
1,6,8,6.810,-1.183,4.458,2,1,3
1,6,9,10.392,-0.819,4.458,2,1,3
1,6,10,3.611,-1.339,4.458,2,1,3
1,7,1,80.183,-1.956,4.458,2,1,3
1,7,2,46.268,-2.111,4.458,2,1,3
1,7,3,15.443,-2.273,4.458,2,1,3
1,7,4,9.760,-0.974,4.458,2,1,3
1,7,5,8.714,-2.494,4.458,2,1,3
1,7,6,10.427,-0.838,4.458,2,1,3
1,7,7,9.747,-1.296,4.458,2,1,3
1,7,8,9.319,-1.111,4.458,2,1,3
1,7,9,14.648,-2.109,4.458,2,1,3
1,7,10,10.983,-1.786,4.458,2,1,3
1,8,1,1.572,-0.991,4.458,2,1,3
1,8,2,40.566,-1.380,4.458,2,1,3
1,8,3,5.524,-1.111,4.458,2,1,3
1,8,4,0.428,-1.199,4.458,2,1,3
1,8,5,1.941,-0.938,4.458,2,1,3
1,8,6,8.665,-3.812,4.458,2,1,3
1,8,7,7.633,-2.174,4.458,2,1,3
1,8,8,4.002,-0.498,4.458,2,1,3
1,8,9,2.414,-0.969,4.458,2,1,3
1,8,10,35.175,-1.695,4.458,2,1,3
1,9,1,4.776,-1.026,4.458,1,1,1
1,9,2,17.048,-1.929,4.458,1,1,1
1,9,3,7.511,-1.909,4.458,1,1,1
1,9,4,0.525,-0.545,4.458,1,1,1
1,9,5,25.378,-1.929,4.458,1,1,1
1,9,6,1.115,-1.059,4.458,1,1,1
1,9,7,41.895,-1.658,4.458,1,1,1
1,9,8,17.420,-1.801,4.458,1,1,1
1,9,9,14.227,-1.656,4.458,1,1,1
1,9,10,59.449,-2.811,4.458,1,1,1
1,10,1,17.586,-1.198,4.458,1,1,1
1,10,2,13.071,-0.817,4.458,1,1,1
1,10,3,4.083,-1.337,4.458,1,1,1
1,10,4,2.652,-0.834,4.458,1,1,1
1,10,5,4.758,-1.241,4.458,1,1,1
1,10,6,18.521,-0.974,4.458,1,1,1
1,10,7,1.188,-0.610,4.458,1,1,1
1,10,8,0.145,-0.497,4.458,1,1,1
1,10,9,4.676,-2.392,4.458,1,1,1
1,10,10,8.018,-2.291,4.458,1,1,1
1,11,1,18.302,-2.684,4.458,1,1,1
1,11,2,4.965,-1.036,4.458,1,1,1
1,11,3,9.873,-1.828,4.458,1,1,1
1,11,4,1.281,-2.477,4.458,1,1,1
1,11,5,46.991,-2.365,4.458,1,1,1
1,11,6,12.048,-1.333,4.458,1,1,1
1,11,7,26.442,-1.815,4.458,1,1,1
1,11,8,13.359,-2.273,4.458,1,1,1
1,11,9,18.921,-1.703,4.458,1,1,1
1,11,10,6.007,-3.213,4.458,1,1,1
1,12,1,5.030,-2.676,4.458,1,1,1
1,12,2,5.200,-1.251,4.458,1,1,1
1,12,3,12.082,-1.098,4.458,1,1,1
1,12,4,2.965,-1.810,4.458,1,1,1
1,12,5,22.696,-1.492,4.458,1,1,1
1,12,6,2.098,-1.177,4.458,1,1,1
1,12,7,7.978,-0.979,4.458,1,1,1
1,12,8,3.120,-0.592,4.458,1,1,1
