user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,27.545,-3.325,4.458,2,2,4
1,1,2,22.036,-1.028,4.458,2,2,4
1,1,3,0.161,-1.090,4.458,2,2,4
1,1,4,10.248,-2.210,4.458,2,2,4
1,1,5,21.910,-3.037,4.458,2,2,4
1,1,6,6.260,-2.241,4.458,2,2,4
1,1,7,54.787,-1.849,4.458,2,2,4
1,1,8,10.899,-1.714,4.458,2,2,4
1,1,9,2.018,-0.813,4.458,2,2,4
1,1,10,5.232,-1.084,4.458,2,2,4
1,2,1,19.447,-1.537,4.458,2,2,4
1,2,2,13.319,-2.327,4.458,2,2,4
1,2,3,34.451,-2.047,4.458,2,2,4
1,2,4,14.632,-1.370,4.458,2,2,4
1,2,5,2.378,-1.213,4.458,2,2,4
1,2,6,41.771,-2.003,4.458,2,2,4
1,2,7,2.930,-1.632,4.458,2,2,4
1,2,8,0.917,-1.089,4.458,2,2,4
1,2,9,3.644,-0.995,4.458,2,2,4
1,2,10,9.307,-1.778,4.458,2,2,4
1,3,1,0.175,-0.533,4.458,2,2,4
1,3,2,3.427,-0.871,4.458,2,2,4
1,3,3,0.940,-0.364,4.458,2,2,4
1,3,4,0.229,-0.412,4.458,2,2,4
1,3,5,18.354,-0.757,4.458,2,2,4
1,3,6,2.009,-0.582,4.458,2,2,4
1,3,7,15.649,-2.069,4.458,2,2,4
1,3,8,11.252,-1.555,4.458,2,2,4
1,3,9,0.802,-0.484,4.458,2,2,4
1,3,10,11.220,-1.010,4.458,2,2,4
1,4,1,1.711,-0.426,4.458,1,2,2
1,4,2,15.458,-1.307,4.458,1,2,2
1,4,3,4.553,-0.499,4.458,1,2,2
1,4,4,12.385,-2.271,4.458,1,2,2
1,4,5,58.944,-2.923,4.458,1,2,2
1,4,6,8.392,-0.526,4.458,1,2,2
1,4,7,14.327,-1.694,4.458,1,2,2
1,4,8,0.602,-1.294,4.458,1,2,2
1,4,9,49.787,-1.819,4.458,1,2,2
1,4,10,24.854,-2.681,4.458,1,2,2
1,5,1,47.789,-1.942,4.458,2,1,3
1,5,2,22.589,-2.404,4.458,2,1,3
1,5,3,2.077,-1.087,4.458,2,1,3
1,5,4,31.314,-2.287,4.458,2,1,3
1,5,5,13.962,-1.460,4.458,2,1,3
1,5,6,0.713,-1.137,4.458,2,1,3
1,5,7,12.416,-2.711,4.458,2,1,3
1,5,8,1.676,-1.689,4.458,2,1,3
1,5,9,27.240,-1.477,4.458,2,1,3
1,5,10,12.105,-0.944,4.458,2,1,3
1,6,1,5.131,-1.089,4.458,2,1,3
1,6,2,9.759,-1.967,4.458,2,1,3
1,6,3,9.652,-1.133,4.458,2,1,3
1,6,4,5.505,-1.041,4.458,2,1,3
1,6,5,10.989,-1.349,4.458,2,1,3
1,6,6,3.757,-1.027,4.458,2,1,3
1,6,7,1.306,-1.722,4.458,2,1,3
1,6,8,8.444,-2.488,4.458,2,1,3
1,6,9,1.505,-2.120,4.458,2,1,3
1,6,10,6.588,-1.469,4.458,2,1,3
1,7,1,14.854,-4.381,4.458,2,1,3
1,7,2,1.028,-1.365,4.458,2,1,3
1,7,3,23.818,-0.801,4.458,2,1,3
1,7,4,11.983,-1.175,4.458,2,1,3
1,7,5,28.516,-2.143,4.458,2,1,3
1,7,6,11.257,-1.239,4.458,2,1,3
1,7,7,2.507,-0.601,4.458,2,1,3
1,7,8,6.649,-2.491,4.458,2,1,3
1,7,9,6.456,-0.970,4.458,2,1,3
1,7,10,20.631,-2.472,4.458,2,1,3
1,8,1,53.482,-2.331,4.458,2,1,3
1,8,2,41.127,-2.252,4.458,2,1,3
1,8,3,17.942,-1.681,4.458,2,1,3
1,8,4,0.789,-0.653,4.458,2,1,3
1,8,5,19.363,-1.502,4.458,2,1,3
1,8,6,42.528,-2.503,4.458,2,1,3
1,8,7,18.060,-1.342,4.458,2,1,3
1,8,8,5.995,-0.844,4.458,2,1,3
1,8,9,12.950,-2.182,4.458,2,1,3
1,8,10,52.119,-2.601,4.458,2,1,3
1,9,1,35.477,-1.771,4.458,1,1,1
1,9,2,1.811,-2.197,4.458,1,1,1
1,9,3,27.428,-2.238,4.458,1,1,1
1,9,4,25.242,-1.722,4.458,1,1,1
1,9,5,37.220,-1.891,4.458,1,1,1
1,9,6,3.219,-0.285,4.458,1,1,1
1,9,7,20.121,-1.820,4.458,1,1,1
1,9,8,26.694,-1.849,4.458,1,1,1
1,9,9,1.730,-0.780,4.458,1,1,1
1,9,10,21.780,-1.533,4.458,1,1,1
1,10,1,17.392,-2.913,4.458,1,1,1
1,10,2,25.507,-1.744,4.458,1,1,1
1,10,3,5.780,-1.647,4.458,1,1,1
1,10,4,15.569,-1.372,4.458,1,1,1
1,10,5,12.116,-0.558,4.458,1,1,1
1,10,6,10.607,-1.231,4.458,1,1,1
1,10,7,22.000,-1.145,4.458,1,1,1
1,10,8,0.915,-1.434,4.458,1,1,1
1,10,9,16.891,-1.946,4.458,1,1,1
1,10,10,13.940,-3.093,4.458,1,1,1
1,11,1,1.070,-1.323,4.458,1,1,1
1,11,2,0.503,-1.125,4.458,1,1,1
1,11,3,27.402,-2.031,4.458,1,1,1
1,11,4,20.821,-2.229,4.458,1,1,1
1,11,5,5.166,-0.901,4.458,1,1,1
1,11,6,0.540,-1.169,4.458,1,1,1
1,11,7,41.583,-1.748,4.458,1,1,1
1,11,8,5.263,-1.476,4.458,1,1,1
1,11,9,17.636,-1.346,4.458,1,1,1
1,11,10,6.350,-1.861,4.458,1,1,1
1,12,1,51.393,-2.805,4.458,1,1,1
1,12,2,44.460,-3.698,4.458,1,1,1
1,12,3,13.574,-1.339,4.458,1,1,1
1,12,4,24.833,-1.738,4.458,1,1,1
1,12,5,35.536,-2.861,4.458,1,1,1
1,12,6,55.293,-3.668,4.458,1,1,1
1,12,7,1.661,-0.721,4.458,1,1,1
1,12,8,4.700,-1.447,4.458,1,1,1
1,12,9,16.276,-1.188,4.458,1,1,1
1,12,10,1.041,-0.665,4.458,1,1,1
1,13,1,14.846,-0.894,4.458,1,1,1
1,13,2,7.267,-0.819,4.458,1,1,1
1,13,3,4.937,-2.514,4.458,1,1,1
1,13,4,6.630,-1.341,4.458,1,1,1
1,13,5,13.770,-1.761,4.458,1,1,1
1,13,6,13.372,-2.788,4.458,1,1,1
1,13,7,4.488,-2.809,4.458,1,1,1
1,13,8,13.508,-2.717,4.458,1,1,1
1,13,9,2.596,-1.563,4.458,1,1,1
1,13,10,26.450,-1.358,4.458,1,1,1
1,14,1,3.043,-1.474,4.458,1,1,1
1,14,2,17.646,-1.102,4.458,1,1,1
1,14,3,0.498,-1.122,4.458,1,1,1
1,14,4,9.211,-1.464,4.458,1,1,1
1,14,5,26.026,-1.780,4.458,1,1,1
1,14,6,3.343,-1.504,4.458,1,1,1
1,14,7,3.500,-1.404,4.458,1,1,1
1,14,8,38.497,-2.188,4.458,1,1,1
