user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,49.146,-3.691,4.458,2,2,4
1,1,2,36.515,-1.637,4.458,2,2,4
1,1,3,6.613,-2.068,4.458,2,2,4
1,1,4,20.620,-1.609,4.458,2,2,4
1,1,5,0.988,-1.475,4.458,2,2,4
1,1,6,13.460,-1.053,4.458,2,2,4
1,1,7,18.034,-2.119,4.458,2,2,4
1,1,8,13.951,-0.951,4.458,2,2,4
1,1,9,4.023,-1.697,4.458,2,2,4
1,1,10,2.046,-0.603,4.458,2,2,4
1,2,1,17.408,-3.856,4.458,2,2,4
1,2,2,1.683,-0.952,4.458,2,2,4
1,2,3,28.372,-1.576,4.458,2,2,4
1,2,4,9.049,-1.080,4.458,2,2,4
1,2,5,1.050,-0.238,4.458,2,2,4
1,2,6,1.672,-1.732,4.458,2,2,4
1,2,7,21.290,-1.031,4.458,2,2,4
1,2,8,6.979,-1.535,4.458,2,2,4
1,2,9,1.953,-0.512,4.458,2,2,4
1,2,10,8.236,-0.829,4.458,2,2,4
1,3,1,3.310,-3.930,4.458,2,2,4
1,3,2,4.939,-1.073,4.458,2,2,4
1,3,3,1.441,-0.959,4.458,2,2,4
1,3,4,8.246,-2.333,4.458,2,2,4
1,3,5,46.891,-1.402,4.458,2,2,4
1,3,6,13.139,-3.085,4.458,2,2,4
1,3,7,45.866,-2.602,4.458,2,2,4
1,3,8,5.041,-1.182,4.458,2,2,4
1,3,9,6.558,-1.122,4.458,2,2,4
1,3,10,0.242,-0.447,4.458,2,2,4
1,4,1,0.600,-0.331,4.458,1,2,2
1,4,2,9.045,-2.380,4.458,1,2,2
1,4,3,17.345,-1.219,4.458,1,2,2
1,4,4,7.639,-2.171,4.458,1,2,2
1,4,5,37.011,-2.148,4.458,1,2,2
1,4,6,10.772,-0.635,4.458,1,2,2
1,4,7,36.966,-2.353,4.458,1,2,2
1,4,8,15.413,-0.830,4.458,1,2,2
1,4,9,0.982,-1.779,4.458,1,2,2
1,4,10,3.299,-1.618,4.458,1,2,2
1,5,1,35.134,-1.922,4.458,2,1,3
1,5,2,32.076,-1.838,4.458,2,1,3
1,5,3,5.912,-0.831,4.458,2,1,3
1,5,4,3.644,-1.528,4.458,2,1,3
1,5,5,5.288,-1.944,4.458,2,1,3
1,5,6,11.101,-1.545,4.458,2,1,3
1,5,7,16.057,-2.590,4.458,2,1,3
1,5,8,0.575,-2.250,4.458,2,1,3
1,5,9,50.189,-1.848,4.458,2,1,3
1,5,10,1.079,-1.508,4.458,2,1,3
1,6,1,0.219,-0.376,4.458,2,1,3
1,6,2,0.224,-0.590,4.458,2,1,3
1,6,3,0.088,-0.526,4.458,2,1,3
1,6,4,12.614,-1.188,4.458,2,1,3
1,6,5,11.778,-0.756,4.458,2,1,3
1,6,6,4.001,-1.747,4.458,2,1,3
1,6,7,7.060,-1.482,4.458,2,1,3
1,6,8,23.557,-1.300,4.458,2,1,3
1,6,9,6.012,-0.764,4.458,2,1,3
1,6,10,25.044,-1.581,4.458,2,1,3
1,7,1,50.080,-1.827,4.458,2,1,3
1,7,2,9.455,-1.709,4.458,2,1,3
1,7,3,0.825,-0.696,4.458,2,1,3
1,7,4,2.633,-1.580,4.458,2,1,3
1,7,5,11.741,-1.964,4.458,2,1,3
1,7,6,0.476,-1.050,4.458,2,1,3
1,7,7,0.149,-0.373,4.458,2,1,3
1,7,8,7.533,-1.210,4.458,2,1,3
1,7,9,10.458,-2.177,4.458,2,1,3
1,7,10,5.166,-1.319,4.458,2,1,3
1,8,1,17.379,-1.967,4.458,2,1,3
1,8,2,14.880,-1.148,4.458,2,1,3
