user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,1.908,-1.485,4.458,2,2,4
1,1,2,7.046,-1.150,4.458,2,2,4
1,1,3,0.105,-0.730,4.458,2,2,4
1,1,4,11.280,-1.276,4.458,2,2,4
1,1,5,9.239,-1.131,4.458,2,2,4
1,1,6,1.505,-0.678,4.458,2,2,4
1,1,7,1.914,-1.657,4.458,2,2,4
1,1,8,10.010,-1.328,4.458,2,2,4
1,1,9,11.068,-2.080,4.458,2,2,4
1,1,10,10.367,-1.610,4.458,2,2,4
1,2,1,11.022,-1.252,4.458,2,2,4
1,2,2,7.466,-0.891,4.458,2,2,4
1,2,3,1.494,-0.744,4.458,2,2,4
1,2,4,1.338,-0.688,4.458,2,2,4
1,2,5,1.387,-0.428,4.458,2,2,4
1,2,6,10.661,-1.560,4.458,2,2,4
1,2,7,10.414,-2.036,4.458,2,2,4
1,2,8,3.616,-1.446,4.458,2,2,4
1,2,9,7.510,-0.549,4.458,2,2,4
1,2,10,18.872,-2.162,4.458,2,2,4
1,3,1,1.055,-1.458,4.458,2,2,4
1,3,2,1.996,-0.483,4.458,2,2,4
1,3,3,0.698,-0.398,4.458,2,2,4
1,3,4,5.023,-0.737,4.458,2,2,4
1,3,5,38.454,-1.737,4.458,2,2,4
1,3,6,25.029,-3.209,4.458,2,2,4
1,3,7,60.012,-2.819,4.458,2,2,4
1,3,8,31.124,-3.448,4.458,2,2,4
1,3,9,9.855,-2.491,4.458,2,2,4
1,3,10,11.940,-1.849,4.458,2,2,4
1,4,1,7.562,-1.741,4.458,1,2,2
1,4,2,3.358,-1.981,4.458,1,2,2
1,4,3,24.763,-2.400,4.458,1,2,2
1,4,4,7.422,-1.498,4.458,1,2,2
1,4,5,14.256,-1.284,4.458,1,2,2
1,4,6,2.049,-0.679,4.458,1,2,2
1,4,7,21.928,-3.444,4.458,1,2,2
1,4,8,40.032,-2.490,4.458,1,2,2
1,4,9,68.047,-2.167,4.458,1,2,2
1,4,10,2.052,-0.828,4.458,1,2,2
1,5,1,28.949,-2.920,4.458,2,1,3
1,5,2,16.363,-3.610,4.458,2,1,3
1,5,3,38.174,-2.272,4.458,2,1,3
1,5,4,7.903,-1.619,4.458,2,1,3
1,5,5,6.125,-1.182,4.458,2,1,3
1,5,6,11.604,-1.866,4.458,2,1,3
1,5,7,12.235,-1.550,4.458,2,1,3
1,5,8,3.503,-1.228,4.458,2,1,3
1,5,9,22.913,-1.529,4.458,2,1,3
1,5,10,4.358,-0.697,4.458,2,1,3
1,6,1,7.564,-1.793,4.458,2,1,3
1,6,2,4.478,-1.291,4.458,2,1,3
1,6,3,2.503,-0.672,4.458,2,1,3
1,6,4,13.094,-1.067,4.458,2,1,3
1,6,5,12.403,-2.109,4.458,2,1,3
1,6,6,15.355,-3.188,4.458,2,1,3
1,6,7,14.574,-3.345,4.458,2,1,3
1,6,8,6.341,-1.424,4.458,2,1,3
1,6,9,0.704,-0.839,4.458,2,1,3
1,6,10,32.020,-1.484,4.458,2,1,3
1,7,1,82.140,-1.940,4.458,2,1,3
1,7,2,42.550,-2.180,4.458,2,1,3
1,7,3,4.930,-0.540,4.458,2,1,3
1,7,4,0.442,-0.617,4.458,2,1,3
1,7,5,12.286,-1.079,4.458,2,1,3
1,7,6,5.981,-1.508,4.458,2,1,3
1,7,7,1.035,-0.566,4.458,2,1,3
1,7,8,10.373,-0.975,4.458,2,1,3
1,7,9,8.306,-1.872,4.458,2,1,3
1,7,10,19.585,-2.166,4.458,2,1,3
1,8,1,11.059,-1.259,4.458,2,1,3
1,8,2,2.826,-0.955,4.458,2,1,3
1,8,3,22.070,-1.901,4.458,2,1,3
