user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,11.527,-1.504,4.458,2,2,4
1,1,2,2.512,-0.876,4.458,2,2,4
1,1,3,1.527,-0.954,4.458,2,2,4
1,1,4,1.541,-1.752,4.458,2,2,4
1,1,5,17.437,-2.828,4.458,2,2,4
1,1,6,5.682,-1.088,4.458,2,2,4
1,1,7,16.533,-1.497,4.458,2,2,4
1,1,8,6.946,-1.332,4.458,2,2,4
1,1,9,13.457,-0.930,4.458,2,2,4
1,1,10,12.222,-2.153,4.458,2,2,4
1,2,1,4.210,-0.562,4.458,2,2,4
1,2,2,16.908,-1.976,4.458,2,2,4
1,2,3,17.569,-1.263,4.458,2,2,4
1,2,4,7.660,-1.034,4.458,2,2,4
1,2,5,0.271,-1.247,4.458,2,2,4
1,2,6,23.601,-2.581,4.458,2,2,4
1,2,7,16.197,-3.122,4.458,2,2,4
1,2,8,0.527,-0.806,4.458,2,2,4
1,2,9,0.056,-0.356,4.458,2,2,4
1,2,10,9.382,-1.673,4.458,2,2,4
1,3,1,2.153,-0.599,4.458,2,2,4
1,3,2,0.141,-0.523,4.458,2,2,4
1,3,3,1.010,-0.658,4.458,2,2,4
1,3,4,5.847,-1.652,4.458,2,2,4
1,3,5,0.517,-1.587,4.458,2,2,4
1,3,6,26.154,-1.840,4.458,2,2,4
1,3,7,38.009,-2.700,4.458,2,2,4
1,3,8,5.295,-1.236,4.458,2,2,4
1,3,9,4.570,-2.582,4.458,2,2,4
1,3,10,26.268,-1.804,4.458,2,2,4
1,4,1,3.616,-1.135,4.458,1,2,2
1,4,2,4.669,-1.871,4.458,1,2,2
1,4,3,5.552,-1.756,4.458,1,2,2
1,4,4,5.457,-2.533,4.458,1,2,2
1,4,5,54.245,-2.594,4.458,1,2,2
1,4,6,3.644,-0.640,4.458,1,2,2
1,4,7,1.776,-0.855,4.458,1,2,2
1,4,8,5.976,-3.402,4.458,1,2,2
1,4,9,82.429,-2.068,4.458,1,2,2
1,4,10,13.866,-1.969,4.458,1,2,2
1,5,1,32.685,-3.348,4.458,2,1,3
1,5,2,17.514,-5.397,4.458,2,1,3
1,5,3,21.245,-2.726,4.458,2,1,3
1,5,4,10.646,-1.482,4.458,2,1,3
1,5,5,5.144,-0.542,4.458,2,1,3
1,5,6,24.028,-2.006,4.458,2,1,3
1,5,7,5.624,-1.209,4.458,2,1,3
1,5,8,17.305,-0.869,4.458,2,1,3
1,5,9,9.496,-0.731,4.458,2,1,3
1,5,10,8.398,-0.904,4.458,2,1,3
1,6,1,8.119,-1.315,4.458,2,1,3
1,6,2,9.649,-2.198,4.458,2,1,3
1,6,3,0.962,-0.556,4.458,2,1,3
1,6,4,11.065,-1.415,4.458,2,1,3
1,6,5,15.599,-3.869,4.458,2,1,3
1,6,6,19.421,-3.285,4.458,2,1,3
1,6,7,13.647,-4.091,4.458,2,1,3
1,6,8,3.299,-0.479,4.458,2,1,3
1,6,9,0.448,-1.365,4.458,2,1,3
1,6,10,11.249,-1.641,4.458,2,1,3
1,7,1,81.698,-2.349,4.458,2,1,3
1,7,2,49.960,-2.152,4.458,2,1,3
1,7,3,16.738,-1.461,4.458,2,1,3
1,7,4,22.564,-1.668,4.458,2,1,3
1,7,5,19.969,-1.510,4.458,2,1,3
1,7,6,15.306,-1.423,4.458,2,1,3
1,7,7,3.234,-1.108,4.458,2,1,3
1,7,8,17.606,-1.268,4.458,2,1,3
1,7,9,3.437,-1.179,4.458,2,1,3
1,7,10,21.196,-3.153,4.458,2,1,3
1,8,1,46.897,-2.424,4.458,2,1,3
1,8,2,25.180,-2.577,4.458,2,1,3
1,8,3,38.782,-2.026,4.458,2,1,3
1,8,4,2.395,-1.625,4.458,2,1,3
1,8,5,13.050,-1.129,4.458,2,1,3
1,8,6,10.507,-5.264,4.458,2,1,3
1,8,7,50.732,-2.448,4.458,2,1,3
1,8,8,2.873,-0.377,4.458,2,1,3
