user,video,wavesegment,energy,entropy,sd,valence,arousal,combined
1,1,1,33.727,-3.631,4.458,2,2,4
1,1,2,2.960,-0.450,4.458,2,2,4
1,1,3,1.861,-1.313,4.458,2,2,4
1,1,4,8.272,-0.663,4.458,2,2,4
1,1,5,2.286,-0.781,4.458,2,2,4
1,1,6,0.385,-0.676,4.458,2,2,4
1,1,7,11.439,-0.800,4.458,2,2,4
1,1,8,12.136,-1.460,4.458,2,2,4
1,1,9,2.808,-0.835,4.458,2,2,4
1,1,10,0.608,-0.700,4.458,2,2,4
1,2,1,32.554,-2.143,4.458,2,2,4
1,2,2,8.917,-2.267,4.458,2,2,4
1,2,3,57.226,-2.598,4.458,2,2,4
1,2,4,4.601,-1.821,4.458,2,2,4
1,2,5,4.177,-0.849,4.458,2,2,4
1,2,6,15.599,-1.133,4.458,2,2,4
1,2,7,12.859,-1.464,4.458,2,2,4
1,2,8,1.668,-0.937,4.458,2,2,4
1,2,9,37.656,-1.730,4.458,2,2,4
1,2,10,0.152,-0.817,4.458,2,2,4
1,3,1,14.795,-2.238,4.458,2,2,4
1,3,2,10.017,-1.497,4.458,2,2,4
1,3,3,13.623,-1.464,4.458,2,2,4
1,3,4,12.848,-2.902,4.458,2,2,4
1,3,5,29.420,-2.017,4.458,2,2,4
1,3,6,11.677,-1.898,4.458,2,2,4
1,3,7,13.209,-3.336,4.458,2,2,4
1,3,8,8.931,-1.071,4.458,2,2,4
1,3,9,6.616,-0.694,4.458,2,2,4
1,3,10,24.802,-2.408,4.458,2,2,4
1,4,1,33.369,-1.398,4.458,1,2,2
1,4,2,8.204,-1.124,4.458,1,2,2
1,4,3,0.906,-0.332,4.458,1,2,2
1,4,4,14.889,-2.313,4.458,1,2,2
1,4,5,27.284,-2.285,4.458,1,2,2
1,4,6,10.210,-1.550,4.458,1,2,2
1,4,7,6.518,-1.954,4.458,1,2,2
1,4,8,3.140,-0.908,4.458,1,2,2
1,4,9,2.547,-1.954,4.458,1,2,2
1,4,10,16.552,-1.405,4.458,1,2,2
1,5,1,10.572,-1.922,4.458,2,1,3
1,5,2,18.282,-1.345,4.458,2,1,3
1,5,3,0.858,-0.309,4.458,2,1,3
1,5,4,3.353,-3.224,4.458,2,1,3
1,5,5,28.181,-1.187,4.458,2,1,3
1,5,6,28.719,-1.518,4.458,2,1,3
1,5,7,1.705,-3.004,4.458,2,1,3
1,5,8,9.830,-1.287,4.458,2,1,3
1,5,9,19.748,-1.712,4.458,2,1,3
1,5,10,10.342,-1.116,4.458,2,1,3
1,6,1,0.649,-2.407,4.458,2,1,3
1,6,2,2.585,-0.582,4.458,2,1,3
1,6,3,13.406,-0.884,4.458,2,1,3
1,6,4,2.258,-0.541,4.458,2,1,3
1,6,5,3.559,-1.139,4.458,2,1,3
1,6,6,41.821,-1.723,4.458,2,1,3
1,6,7,8.978,-1.104,4.458,2,1,3
1,6,8,21.516,-2.983,4.458,2,1,3
1,6,9,18.716,-3.845,4.458,2,1,3
1,6,10,0.256,-0.490,4.458,2,1,3
1,7,1,68.363,-1.721,4.458,2,1,3
1,7,2,20.988,-0.979,4.458,2,1,3
1,7,3,6.470,-1.726,4.458,2,1,3
1,7,4,0.050,-1.118,4.458,2,1,3
1,7,5,36.285,-1.720,4.458,2,1,3
1,7,6,12.307,-1.137,4.458,2,1,3
1,7,7,0.594,-0.310,4.458,2,1,3
1,7,8,15.842,-2.566,4.458,2,1,3
1,7,9,44.050,-2.373,4.458,2,1,3
1,7,10,1.205,-1.406,4.458,2,1,3
1,8,1,38.782,-2.494,4.458,2,1,3
1,8,2,40.158,-1.619,4.458,2,1,3
1,8,3,8.040,-1.407,4.458,2,1,3
1,8,4,7.515,-2.235,4.458,2,1,3
1,8,5,28.303,-1.407,4.458,2,1,3
1,8,6,13.552,-1.160,4.458,2,1,3
1,8,7,16.472,-2.073,4.458,2,1,3
1,8,8,16.146,-2.388,4.458,2,1,3
1,8,9,3.648,-0.650,4.458,2,1,3
1,8,10,0.724,-1.564,4.458,2,1,3
1,9,1,3.312,-2.302,4.458,1,1,1
1,9,2,11.687,-1.639,4.458,1,1,1
1,9,3,33.806,-3.003,4.458,1,1,1
1,9,4,63.114,-1.882,4.458,1,1,1
1,9,5,6.993,-1.610,4.458,1,1,1
1,9,6,27.120,-2.200,4.458,1,1,1
1,9,7,30.064,-1.322,4.458,1,1,1
1,9,8,2.050,-0.886,4.458,1,1,1
1,9,9,23.463,-2.995,4.458,1,1,1
1,9,10,27.129,-1.816,4.458,1,1,1
1,10,1,69.451,-2.766,4.458,1,1,1
1,10,2,19.838,-1.947,4.458,1,1,1
1,10,3,6.964,-2.071,4.458,1,1,1
1,10,4,16.373,-0.985,4.458,1,1,1
1,10,5,6.505,-1.231,4.458,1,1,1
1,10,6,8.660,-1.172,4.458,1,1,1
1,10,7,3.310,-0.482,4.458,1,1,1
1,10,8,5.420,-1.350,4.458,1,1,1
1,10,9,11.022,-1.822,4.458,1,1,1
1,10,10,24.779,-2.401,4.458,1,1,1
1,11,1,13.190,-1.333,4.458,1,1,1
1,11,2,6.672,-1.349,4.458,1,1,1
1,11,3,32.878,-2.941,4.458,1,1,1
1,11,4,29.747,-3.474,4.458,1,1,1
1,11,5,15.641,-1.788,4.458,1,1,1
1,11,6,1.095,-1.943,4.458,1,1,1
1,11,7,4.054,-0.833,4.458,1,1,1
